Genotype.y,biol_rep,name,gen_n,pop_dapc8,pop_dapc8_n,pop_dapc8_ID,ID,Genotype,pop_dapc5,Lat,Long,Alt,Country,Ac_ara,Ac_gal,Ac_glc,Ac_xyl,Ac_man,Ac_cel,Ara,Gal,Glc,Xyl,Man,Cel,AraEnz,GlcEnz,XylEnz,AraEnz_p,GlcEnz_p,XylEnz_p,AraE,GlcE,XylE,AraE_DW,GlcE_DW,XylE_DW,ADF,NDF,ADL,Ash,DM,K_Lignin,Cellulose,Hemicellulose,CelHem,XylAra,ManGal,XylGlc,DWL,DWS,LSR,DW,GlcE_harv
Mb1077#44,2,Gwydion,25,Lut,8,M8,M8.05,Mb1077,3,28.5522,112.092,31,China,0.516833333,0.084166667,14.61583333,10.50546667,0.4822,NA,1.440866169,0.235177359,40.73032637,29.27443167,1.34363151,NA,0.463266667,13.51614558,3.4174124,0.090716913,2.40347164,0.667778666,6.090826477,5.942563187,2.290472661,0.22951379,6.08078325,1.689480026,60.13,89.85,10.52,2.97,93.33,21.08,49.61,29.72,1.669246299,20.31724548,5.713268987,0.71873796,1.78,49.3,0.04,0.253,6.08078325
Mb1077#44,3,Gwydion,25,Lut,8,M8,M8.05,Mb1077,3,28.5522,112.092,31,China,0.621633333,0.2228,14.9549,11.03316667,0.857833333,NA,1.767168056,0.633356822,42.52281898,31.37073448,2.439283099,NA,0.489033333,15.02646675,3.2158599,0.097700313,2.745885414,0.639122755,5.528694992,6.461760274,2.0387449,0.060574194,1.702448957,0.396256108,52.81,85.3,8.86,1.65,94.17,19.86,43.95,32.49,1.352723915,17.75198141,3.851356791,0.737738824,NA,NA,NA,0.062,1.702448957
Mb779#14,1,Kay,30,Lut,8,M8,M8.10,Mb779,3,31.1692,118.221,2,China,NA,NA,14.14835,11.5252,1.22235,NA,NA,NA,40.74436581,33.19029595,3.517315094,NA,4.751133333,17.11563205,6.3423371,0.912490951,3.107611481,1.237338015,NA,7.753162902,3.748247347,1.998355183,6.805669143,2.709770252,56.82,88.53,8.79,3.52,94.58,18.99,48.03,31.71,1.514664144,NA,NA,0.814598419,1.76,46.99,0.04,0.219,6.805669143
Mb779#14,2,Kay,30,Lut,8,M8,M8.10,Mb779,3,31.1692,118.221,2,China,0.630866667,0.182433333,13.34316667,10.67886667,0.654966667,NA,1.774066065,0.513333023,37.48704847,30.03301457,1.843762448,NA,0.6939,15.69423973,5.9012668,0.141575223,2.958456679,1.204777016,7.989094532,7.919706011,4.014013465,0.099102656,2.070919676,0.843343911,52.29,86.25,7.07,3.81,93.77,18.24,45.22,33.96,1.331566549,16.92891553,3.591747199,0.801157088,2.07,19.93,0.1,0.07,2.070919676
Mb779#14,3,Kay,30,Lut,8,M8,M8.10,Mb779,3,31.1692,118.221,2,China,0.622066667,0.1772,15.8147,11.42026667,0.751933333,NA,1.747074356,0.497633508,44.41334696,32.07164769,2.110785702,NA,0.615966667,12.92033535,4.8426433,0.121261638,2.306642875,0.953834029,7.004411545,5.204891803,2.9797413,0.263137754,5.005415039,2.069819842,50.71,82.24,7.78,3.26,93.16,18.43,42.93,31.53,1.361560419,18.35734557,4.241647049,0.722117334,3.01,50.45,0.06,0.217,5.005415039
Mb1069#920,1,Lleu,21,Lut,8,M8,M8.01,Mb1069,3,28.5335,112.077,33,China,1.044666667,0.4422,15.30376667,11.52443333,0.828433333,NA,2.957496327,1.242856033,43.48131933,32.74748653,2.333186938,NA,0.272433333,7.12087992,2.5411529,0.053290919,1.158038893,0.497988738,1.974106473,2.667530487,1.520789571,0.544100283,11.8235771,5.084465015,60.03,90.44,10.89,1.67,93.75,21.52,49.14,30.41,1.615915817,11.07270573,1.877278523,0.753139211,3.67,47.27,0.08,1.021,11.8235771
Mb1069#920,2,Lleu,21,Lut,8,M8,M8.01,Mb1069,3,28.5335,112.077,33,China,0.524466667,0.133566667,12.5382,9.065833333,0.397833333,NA,1.489850595,0.379295664,35.61369668,25.75165377,1.125166703,NA,0.229333333,7.95452567,2.1835248,0.04503346,1.32301554,0.428297932,3.006820355,3.754296259,1.678423696,0.785833871,23.08662117,7.473798913,62.59,90.15,12.07,3.05,93.56,22.59,50.52,27.56,1.833091437,17.28472228,2.966463396,0.723082863,NA,NA,NA,1.745,23.08662117
Mb1069#920,3,Lleu,21,Lut,8,M8,M8.01,Mb1069,3,28.5335,112.077,33,China,0.596633333,0.1553,15.6455,10.36456667,0.6008,NA,1.691259082,0.440275829,44.35304448,29.37958516,1.70404822,NA,0.242333333,7.04749171,2.0857896,0.048601778,1.171571004,0.418698438,3.062349784,2.637098244,1.424840126,0.584193368,14.08228347,5.032755221,62.53,89.16,11.9,2.48,94.32,22.43,50.63,26.63,1.901239204,17.37142787,3.870410561,0.662402897,0.2,73.49,0,1.202,14.08228347
Mb627#232,1,Mabon,31,Lut,8,M8,M8.11,Mb627,3,28.88572,112.10192,26,China,1.1387,0.545133333,12.98686667,10.40826667,1.009433333,NA,3.189481739,1.524543519,36.43292692,29.14465123,2.820695101,NA,0.521766667,10.05885753,3.1837223,0.101736994,1.722102637,0.619523623,3.474246087,4.817341746,2.265072228,0.932928238,15.79168118,5.681031623,62.32,90.17,10.9,2.28,94.22,21.23,51.42,27.85,1.846319569,9.13773886,1.850189953,0.799953605,6.16,125.4,0.05,0.917,15.79168118
Mb627#232,2,Mabon,31,Lut,8,M8,M8.11,Mb627,3,28.88572,112.10192,26,China,0.570966667,0.159166667,14.8325,10.22733333,0.8677,NA,1.640582995,0.457347263,42.61301145,29.38421136,2.49264138,NA,0.5371,11.00326915,3.8137836,0.106534309,1.942475658,0.756471536,6.498108639,4.562765721,2.580869073,0.327060329,5.96340027,2.322367617,61.81,92.01,10.78,1.26,93.04,21.09,51.03,30.2,1.689735099,17.91083502,5.450216016,0.689559605,4.08,112.81,0.04,0.307,5.96340027
Mb627#232,3,Mabon,31,Lut,8,M8,M8.11,Mb627,3,28.88572,112.10192,26,China,0.5337,0.1671,16.68536667,11.1027,0.855666667,NA,1.506231477,0.46956488,47.14126208,31.37100693,2.39324097,NA,0.452,7.496165693,2.5238972,0.090073753,1.254115248,0.50300168,6.082112833,2.659357895,1.602392078,1.189874273,16.56686242,6.644652188,63.88,92.5,11.6,2.19,94.48,21.83,52.28,28.62,1.826694619,20.82748064,5.096720539,0.665468117,4.94,174.59,0.03,1.321,16.56686242
Mb383#1,1,Math,26,Lut,8,M8,M8.06,Mb383,3,28.8305,112.396,33,China,1.234266667,0.628166667,14.97813333,11.66053333,1.234333333,NA,3.466255817,1.760237403,42.11143979,32.78174011,3.462535175,NA,0.520633333,13.16619122,4.1122433,0.10919739,2.486883212,0.855826836,3.407549591,5.944727897,2.632582232,1.572442421,35.81111825,12.32390643,57.91,87.33,9.02,3.11,92.92,19.87,48.89,29.42,1.661794697,9.45739202,1.967084195,0.778452132,3.88,193.88,0.02,1.44,35.81111825
Mb383#1,2,Math,26,Lut,8,M8,M8.06,Mb383,3,28.8305,112.396,33,China,0.522533333,0.114933333,14.52743333,10.28786667,0.468166667,NA,1.48714118,0.327067104,41.34688558,29.28104565,1.335959963,NA,0.6285,10.60827427,3.4807212,0.124865248,1.869038718,0.692332515,8.414986149,4.524668569,2.367109047,0.671775032,10.0554283,3.724748929,61.46,88.99,11.8,2.73,93.72,22.44,49.66,27.53,1.803850345,19.68948613,4.08466626,0.708180199,0.68,203.9,0,0.538,10.0554283
Mb383#1,3,Math,26,Lut,8,M8,M8.06,Mb383,3,28.8305,112.396,33,China,0.5208,0.1087,14.5503,11.27056667,0.316266667,NA,1.468506177,0.306522455,41.02703025,31.77911515,0.891152737,NA,0.587,14.11944147,4.0830273,0.117489007,2.620781983,0.829114364,7.981862566,6.390538338,2.609161549,0.344242791,7.678891209,2.429305087,60.09,90.84,10.45,2.62,94.33,21.35,49.64,30.75,1.614308943,21.64043682,2.907300016,0.774589702,0.25,107.41,0,0.293,7.678891209
Mb1094#900,1,Owain,35,Lut,8,M8,M8.12,Mb1094,3,29.0319,111.345,40,China,1.535433333,1.020633333,14.36276667,12.6063,3.5262,NA,4.363383894,2.904812979,40.76480564,35.83493934,10.0409817,NA,0.617866667,16.89883937,4.1413168,0.124930386,3.175182691,0.838342277,2.871964254,7.872268954,2.334574318,0,0,0,63.23,94.45,10.28,0.87,93.15,20.9,52.95,31.22,1.696028187,8.212648764,3.456670626,0.879065625,2.86,26.56,0.11,0,0
Mb1094#900,2,Owain,35,Lut,8,M8,M8.12,Mb1094,3,29.0319,111.345,40,China,0.5623,0.1491,14.06383333,10.7908,0.294466667,NA,1.591382398,0.421971171,39.79915628,30.53856188,0.833230622,NA,0.3916,13.70514385,3.9884405,0.077152992,2.460559898,0.78538008,4.850793175,6.18240101,2.570590601,0,0,0,57.04,87.97,8.87,3.56,94.6,20.02,48.17,30.93,1.55738765,19.18995831,1.974615045,0.767316816,4.02,24.44,0.16,0,0
Mb1094#900,3,Owain,35,Lut,8,M8,M8.12,Mb1094,3,29.0319,111.345,40,China,0.6488,0.224933333,15.44413333,11.4671,0.9419,NA,1.828219176,0.633789035,43.51927918,32.31234153,2.654051289,NA,0.427,16.06424265,4.2714705,0.087913016,3.041706136,0.874915134,4.808199123,6.987442346,2.707092568,0.16967212,5.870492842,1.688586209,53.98,87.87,8.37,3.47,94.78,19.29,45.61,33.89,1.345824727,17.6742165,4.187594205,0.742483381,4.94,32.79,0.15,0.193,5.870492842
Mb311,1,Cilydd,44,Hyb,7,M7,M7.03,Mb311,5,NA,NA,NA,NA,0.655466667,0.1463,15.518,11.48793333,19.51383333,NA,1.918383383,0.428213885,45.42904616,33.62575778,57.11769132,NA,0.4604,11.5368561,2.15677764,0.090458524,2.045177982,0.427170864,4.74986146,4.512894433,1.268556075,1.791983354,40.51497582,8.462254809,66.41,93.89,12.24,1.29,93.53,21.67,54.17,27.48,1.97125182,17.52817402,133.3858928,0.740181902,13.57,51.08,0.27,1.981,40.51497582
Mb311,2,Cilydd,44,Hyb,7,M7,M7.03,Mb311,5,NA,NA,NA,NA,0.552066667,0.1576,16.64953333,9.347533333,0.694266667,NA,1.546774427,0.44129911,46.68059969,26.2062661,1.942638561,NA,0.3113,7.99400791,1.8294084,0.061744112,1.350549982,0.364137333,3.998064028,2.946093691,1.402704268,3.695385103,80.83041642,21.79361936,65.22,92.23,12.51,1.75,93.94,21.91,52.71,27.01,1.951499445,16.94252611,4.402090368,0.561395232,14.72,93.73,0.16,5.985,80.83041642
Mb311,3,Cilydd,44,Hyb,7,M7,M7.03,Mb311,5,NA,NA,NA,NA,0.5945,0.176066667,15.70966667,10.5451,0.7343,NA,1.686578214,0.499206247,44.58208241,29.92922727,2.081080387,NA,0.3802,9.9221129,2.4527745,0.074525475,1.712216298,0.481900699,4.440802784,3.83891858,1.609212484,0.592477524,13.61211957,3.831110557,60.36,92.12,10.19,2.39,93.63,20.5,50.17,31.76,1.57965995,17.74553177,4.168778735,0.671328607,23.28,93.43,0.25,0.795,13.61211957
Mb1086#54,1,Lamorak,20,Hyb,7,M7,M7.01,Mb1086,5,29.0442,111.415,36,China,1.0008,0.3942,15.16433333,10.6578,0.538,NA,2.823686423,1.10795516,42.84688432,30.11512077,1.513289395,NA,0.5516,8.2840728,1.30871385,0.111758639,1.03472647,0.182473536,3.566833636,2.402135333,0.601700589,5.05149046,46.76963644,8.247803827,62.28,90.86,11.82,0.72,92.93,22.59,50.46,28.58,1.765570329,10.66517887,1.365839927,0.702854391,7.7,65.53,0.12,4.52,46.76963644
Mb1086#54,2,Lamorak,20,Hyb,7,M7,M7.01,Mb1086,5,29.0442,111.415,36,China,0.502433333,0.127833333,14.3151,9.3258,0.3873,NA,1.392262936,0.354015815,39.64647572,25.84012459,1.081142857,NA,0.2853,5.003451,1.1433762,0.056075502,0.74847681,0.225660065,3.945557241,1.87997716,0.872348697,3.129573767,41.77249077,12.59408821,65.02,90.48,13.44,0.93,93.15,23.42,51.58,25.46,2.025923016,18.55980212,3.053939432,0.65176347,17.16,59.88,0.29,5.581,41.77249077
Mb1086#54,3,Lamorak,20,Hyb,7,M7,M7.01,Mb1086,5,29.0442,111.415,36,China,0.5237,0.137666667,15.98646667,9.841933333,0.7038,NA,1.501224439,0.394209884,45.84878379,28.22910631,2.017729837,NA,0.261133333,7.65514806,1.5250088,0.037453895,1.026573456,0.24639932,2.525834685,2.249864356,0.876549437,1.779434536,48.77250491,11.70643169,64.3,90.51,13.21,1.24,93.81,23.14,51.09,26.21,1.949256009,18.8040546,5.118415139,0.615700221,22.08,67.17,0.33,4.751,48.77250491
Mb52,1,Olwen,40,Hyb,7,M7,M7.02,Mb52,5,37.9667,128.467,510,"Korea, South",NA,NA,14.1246,10.13696667,2.5923,NA,NA,NA,40.32770735,28.9880475,7.413414449,NA,0.782266667,19.88181533,2.4646435,0.149642995,3.562200701,0.469193072,NA,8.691632352,1.633326409,5.879473274,139.9588655,18.43459579,58.8,89.29,9.51,1.75,92.34,20.12,49.29,30.49,1.616595605,NA,NA,0.718812187,7.7,8.05,0.96,3.929,139.9588655
Mb52,2,Olwen,40,Hyb,7,M7,M7.02,Mb52,5,37.9667,128.467,510,"Korea, South",0.8075,0.273566667,14.25446667,10.21006667,0.899033333,NA,2.347365169,0.795716153,41.42201104,29.67203842,2.617993458,NA,0.8029,22.49896119,2.1401633,0.15882127,4.214932349,0.423884223,6.788002776,10.18347719,1.427847609,3.344775946,88.76647527,8.927001736,53.13,86.18,8.47,2.18,93.5,19.51,44.66,33.05,1.35128593,12.640572,3.290109731,0.716335052,NA,NA,NA,2.106,88.76647527
Mb52,3,Olwen,40,Hyb,7,M7,M7.02,Mb52,5,37.9667,128.467,510,"Korea, South",0.744966667,0.235066667,16.3551,11.08773333,0.481933333,NA,2.105596712,0.664474552,46.25785414,31.36084389,1.366160779,NA,0.7044,14.52144629,2.2703571,0.154754581,2.943306042,0.491010039,7.682839027,6.371552052,1.562394119,4.419790824,84.06082055,14.02324672,61.15,91.99,10.43,1.21,94.01,20.66,50.72,30.84,1.64461738,14.89404106,2.056001656,0.67795717,18.73,55.4,0.34,2.856,84.06082055
Mx2765#5,1,Galahd,48,Hyb,7,M7,M7.04,Mx2765,5,NA,NA,NA,NA,NA,NA,10.73483333,7.674066667,5.293733333,NA,NA,NA,31.57301984,22.58883287,15.57001602,NA,0.4321,12.9476448,2.28969333,0.087426017,2.369441594,0.462413404,NA,7.588401605,2.054736084,1.727538089,46.8201659,9.137288863,56.84,86.5,9.55,2.55,93.16,20.73,47.29,29.66,1.594403237,NA,NA,0.715447334,8.4,26.4,0.32,1.976,46.8201659
Mx2765#5,2,Galahd,48,Hyb,7,M7,M7.04,Mx2765,5,NA,NA,NA,NA,0.599666667,0.115266667,16.13693333,10.71443333,0.8015,NA,1.669682219,0.321269225,44.91406652,29.82051788,2.230207273,NA,0.51775,11.98191773,1.8894535,0.102365076,2.148848362,0.378059064,6.323586578,4.789550735,1.269815294,0.688916958,14.46174947,2.544337498,60.14,89.25,10.4,2.33,92.54,21.04,49.74,29.11,1.708691171,17.85999608,6.941864019,0.663946068,5.22,17.63,0.3,0.673,14.46174947
Mx2765#5,3,Galahd,48,Hyb,7,M7,M7.04,Mx2765,5,NA,NA,NA,NA,0.513866667,0.1521,15.10116667,11.626,0.4099,NA,1.493881891,0.440701818,43.66632683,33.61309782,1.176446315,NA,4.750133333,21.14807464,3.1241947,0.926952179,3.976971074,0.623462904,5.569539979,9.118749892,1.850983143,0,0,0,52.89,85.48,7.84,3.21,93.91,19.11,45.05,32.59,1.382325867,22.50050558,2.669483689,0.76977159,19.59,45.9,0.43,0,0
Mx2765#11,1,Tristan,49,Hyb,7,M7,M7.05,Mx2765,5,NA,NA,NA,NA,NA,NA,13.11873333,9.7931,7.1705,NA,NA,NA,37.58240583,28.0549049,20.53149576,NA,0.607966667,16.79748987,3.1162552,0.122044746,3.127888093,0.624639975,NA,8.538263616,2.330492515,3.109700137,79.69858862,15.91582655,52.44,83.94,6.99,2.65,93.58,17.81,45.45,31.5,1.442857143,NA,NA,0.746490393,20.71,31.18,0.66,2.548,79.69858862
Mx2765#11,2,Tristan,49,Hyb,7,M7,M7.05,Mx2765,5,NA,NA,NA,NA,0.841266667,0.2326,15.53223333,11.44783333,0.625033333,NA,2.374032417,0.656282393,43.81725307,32.29674695,1.756152767,NA,1.0485,22.41382598,4.7799202,0.210904237,4.26547314,0.961540436,8.906045488,9.748130209,2.979497762,3.733004995,75.49887458,17.01926572,46.69,80.12,5.54,4.05,93.21,16.63,41.15,33.43,1.230930302,13.60417268,2.675910228,0.737078312,19.05,29.36,0.65,1.77,75.49887458
Mx2765#11,3,Tristan,49,Hyb,7,M7,M7.05,Mx2765,5,NA,NA,NA,NA,0.7094,0.1946,14.88446667,11.69973333,0.455133333,NA,2.049592649,0.562237031,43.00873879,33.80576407,1.314266621,NA,1.059166667,22.84265144,3.7444869,0.215504503,4.396888903,0.760320276,10.51813385,10.22262114,2.247585343,3.387730792,69.11909356,11.95223474,49.28,83.01,6.62,3.11,93.28,17.8,42.66,33.73,1.264749481,16.49389409,2.337566806,0.786020818,18.87,35.51,0.53,1.572,69.11909356
