accession,geno,choice,name,ID,species,pop_dapc8,pop_dapc8_ID,pop_dapc5,Lat,Long,Soil.all,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
Mb933,Mb933#11,0,noone,NA,sin,Sin_N_Japan,M3,1,37.7381,139.319,4292,3.573895908,0.899462814,0.537647358,-0.87749835,0.404416391,1.786151657,4.174130643,0.254342629,-0.16507035,-1.178649382,-0.794265349,1.649105936,-2.536061038,0.304801813,0.422201174,0.510136675,0.780691428,0.071662615,-0.242339701,-0.305144855,-0.174622259,0.025946767,0.077409588,0.119531229,0.153444082,0.066679212,0.039827022,-0.033254444,0.038998225,-0.034710953,0.013195303,0.033442438,-0.032783219,-0.019842598,-0.019965107,0.047393698,-0.008744931,0.023654658,0.038096406,0.033962322,-0.035264556,-0.027567763,0.006826628,-0.004223703,0.020148849,-0.005108209,-0.008765411,-0.004182233,-8.55E-05,-0.000357098,-2.22E-16
Mb935,Mb935#13,0,noone,NA,sin,Sin_N_Japan,M3,1,37.5362,140.034,4422,-0.665631209,2.715059963,3.767011143,-0.990504363,-2.693728079,0.657420411,0.343526768,1.164330974,-1.358618224,0.01441264,0.100436637,0.262646764,0.473029407,-0.544645079,0.567296853,-0.229223521,-0.095164606,-0.513499693,-0.236948894,-0.146716444,0.307381198,0.053576376,0.148680264,0.055692709,-0.022909424,0.060522623,0.07357234,-0.033521356,-0.157791966,-0.04953838,0.049499991,0.063266912,-0.0430251,0.114422793,0.0504895,0.005949322,0.036874373,-0.040118374,0.014150347,-0.038120716,-0.019290935,0.021966778,0.018747955,0.001367514,0.010758322,-0.01209526,-0.001716166,-0.001759527,0.001629403,3.04E-05,1.14E-15
Mb942,Mb942#15,0,noone,NA,sin,Sin_N_Japan,M3,1,37.5295,140.114,4422,-0.871160217,2.774513889,3.667940957,-1.15519052,-2.662989928,0.534849889,0.058697501,1.198533484,-1.279063159,-0.053250867,0.120066183,0.174770785,0.468433318,-0.604194413,0.530034461,-0.24711102,-0.229355529,-0.10939163,-0.366488055,0.128569201,0.173258641,0.080842162,0.223355142,0.213579186,0.013212786,0.14934382,0.056208366,-0.076226774,-0.153005702,-0.057855649,0.027977607,0.092432031,-0.02906062,0.151316194,0.067277031,-0.005649797,0.015939642,-0.052821146,0.00943407,-0.027258068,-0.009566245,0.037029833,0.028403342,0.016286996,0.012492109,-0.005960991,-0.004218265,-0.003393955,0.00193278,0.000176725,2.25E-15
Mb952,Mb952#23,0,noone,NA,sin,Sin_N_Japan,M3,1,35.7519,140.201,4420,0.267179323,1.337758016,2.442170652,-0.628751051,-0.743802592,2.079804636,-1.356654971,1.038459405,-1.067196257,-0.649302332,0.419195294,-0.000701057,-0.009014287,-0.141292691,0.090896597,-0.24047637,0.015934526,0.004902856,-0.012068408,0.205438039,-0.123245573,0.006722605,-0.229500698,0.033540672,0.061478357,0.03634596,-0.144987551,0.114964597,-0.004058928,0.023026432,0.076766779,-0.002424235,0.035322496,0.039877916,-0.013189013,0.034840452,-0.016108445,0.00654496,0.002433277,-0.003510265,-0.022545481,-0.013920784,-0.007281055,-0.008493239,-0.005132576,0.004292624,-0.004037256,-0.00358704,-0.000647677,8.68E-05,3.33E-16
Mb960,Mb960#20,0,noone,NA,sin,Sin_N_Japan,M3,1,35.9974,140.365,4323,-2.452538365,0.630835408,4.499432758,1.747547344,-0.84545289,0.235080455,-0.959944677,-3.359292128,2.371618151,-0.498088893,0.432981941,0.394152055,0.076802679,0.04298918,0.01534652,0.076357314,-0.008510934,0.234820616,0.044317963,0.083732349,-0.0574186,-0.063342044,-0.038797596,-0.081546603,-0.009578991,0.027569906,-0.006664127,0.030259814,0.022940912,0.042675227,0.071413761,-0.036278681,0.045731485,-0.010399905,0.042111088,-0.005245809,0.006612447,-0.033701123,0.022075406,0.004479925,0.023219088,-0.003215547,0.000981007,-0.004724268,0.000836079,0.001003032,-7.82E-05,0.001381509,-0.000332599,-0.000129252,9.99E-16
Mb967,Mb967#11,0,noone,NA,sin,Sin_N_Japan,M3,1,35.4162,138.802,4422,-0.225860153,3.683825067,2.592660584,-0.590138031,-3.758309498,-1.093753279,-0.697246576,0.918280895,-1.298765512,-0.111570784,0.1661713,0.288865872,-0.042122651,-0.584243067,0.553259134,-0.636553121,-0.228042831,0.055152512,-0.232807297,-0.01314864,0.138600727,-0.016582422,0.204424923,-0.135578592,-0.012799254,0.000496651,-0.150042759,0.007152564,-0.033929397,-0.043793264,-0.181001628,-0.163512022,-0.034964385,-0.060272655,0.004376114,-0.007399528,0.061672654,-0.019540807,-0.036059825,-0.033833005,0.023030025,0.030367306,0.011391723,-0.021336636,0.012261079,-0.009576044,0.00152656,-0.000602611,-0.000909016,0.000197912,-1.94E-16
Mb974,Mb974#19,0,noone,NA,sin,Sin_N_Japan,M3,1,35.3031,138.674,4422,-0.218249915,3.053020884,2.82675574,-0.36703335,-3.355419494,-0.320648149,-1.097653862,1.116056845,-1.11691272,0.247208135,0.073988928,0.263267335,0.008128614,-0.012348955,0.667251387,-0.571173297,-0.262199529,0.002870369,-0.197061329,0.005756499,0.080180408,-0.030793133,0.199599099,-0.109661454,0.013948446,0.02207337,-0.119442202,0.040707472,-0.015554165,-0.029444744,-0.100443902,-0.159993098,-0.028555076,-0.0821533,0.015421582,-0.005877782,0.054569796,-0.01969298,-0.050804347,-0.022841784,0.020081073,0.007371167,0.008973884,-0.028804832,0.011130636,-0.014166341,0.002813991,-0.001174975,-0.00125915,0.00012534,2.78E-17
Mb229,Mb229,1,Angharad ,M1.01,sin,Sin_S_Japan,M1,2,40.91,124.852,11910,-3.829494507,2.864720728,-2.650729506,-4.057800556,0.347891131,-5.408080046,0.025202736,-1.518433032,-1.72623214,0.577202105,-1.587262769,0.345633551,0.154861847,0.151448183,0.456010768,0.567917533,0.147836496,0.009600675,0.370666925,0.314970008,0.163763707,-0.196904605,0.040064893,-0.149497729,-0.14723032,-0.225658366,-0.156569545,-0.106762116,0.276684959,-0.024761419,0.123612744,-0.169453846,-0.020339329,-0.031032511,-0.002154187,-0.109384409,-0.047296204,-0.030129023,-0.053534559,-0.016034616,-0.007988636,-0.063383023,-0.02871692,-0.05894151,-0.02168123,-0.013080941,0.001509993,0.00444873,0.005168579,0.0002298,-2.19E-15
Mb1201,Mb1201#13,1,Urien,M1.02,cond,Sin_S_Japan,M1,2,35.4304,133.284,4279,3.934472056,-4.255495518,0.631488139,-2.067070822,-1.163389286,1.278553196,2.521115447,-0.382408622,0.168742528,1.160996367,0.602873769,0.402126792,1.260848549,0.56271444,0.207890835,-0.113400257,0.019456075,-0.45306727,0.154342209,-0.078373577,0.267219681,-0.017168663,-0.029069909,-0.076469937,-0.06228261,0.049326865,-0.001695846,0.019497994,-0.000772494,-0.013319819,0.022760854,0.012742283,-0.022421428,-0.010234579,-0.111726636,-0.050528907,-0.093263245,-0.00016792,1.24E-05,0.030690194,0.01194726,-0.024596813,0.017594137,-7.97E-05,-0.011244769,-0.002342754,-0.000229233,-0.002818247,0.000390657,0.000126811,3.05E-16
Mb1205,Mb1205#12,1,Bedivere,M1.03,cond,Sin_S_Japan,M1,2,35.2884,132.686,4279,3.750834351,-4.103487583,0.627864927,-2.279722285,-1.163900004,1.140425764,2.635803471,-0.426964175,0.123497668,0.806519924,0.717994622,0.365900283,1.22847576,0.352203249,0.15412821,-0.098147688,0.024703584,-0.48808478,0.150314441,0.017948446,0.053380406,-0.030766662,0.034711089,0.010455948,-0.017553663,0.037124045,-0.067831835,-0.025643299,0.006659238,-0.03992009,-0.038096092,-0.035074869,0.005299302,-0.026131508,-0.033963487,-0.037741592,-0.027691706,-0.029572619,-0.026684802,0.046160154,0.018721256,-0.020362538,0.008783545,-0.010930117,-0.0114793,-0.005168505,-0.000416644,-0.005179329,-8.26E-05,0.000168594,8.05E-16
Mb1087,Mb1087#25,0,noone,NA,sin,Sin_S_Japan,M1,2,29.0362,111.356,11376,1.777187652,-0.127472596,-1.373271283,-1.700076114,2.762976941,2.278419728,-0.390019914,1.32066728,1.493134623,-0.877297228,-0.565614722,-0.219536398,-0.7511416,-0.475427707,0.511536506,0.936234534,0.037900397,0.527793879,0.000229988,-0.245700514,-0.064023313,0.170694216,0.001652897,0.018909206,0.227485715,0.020238477,-0.027844147,0.139321498,-0.03950629,-0.016416177,-0.023156696,0.012592823,0.025231247,-0.007845971,0.013166132,-0.0526862,-0.070329786,-0.020697416,0.019435494,-0.011195226,0.015965472,0.03030593,0.022340897,-0.00402479,0.022385556,-0.003777675,0.01127936,-0.001614388,0.004860827,-5.38E-06,-1.94E-16
Mb1088,Mb1088#41,0,noone,NA,sin,Sin_S_Japan,M1,2,29.0362,111.356,11376,1.777187652,-0.127472596,-1.373271283,-1.700076114,2.762976941,2.278419728,-0.390019914,1.32066728,1.493134623,-0.877297228,-0.565614722,-0.219536398,-0.7511416,-0.475427707,0.511536506,0.936234534,0.037900397,0.527793879,0.000229988,-0.245700514,-0.064023313,0.170694216,0.001652897,0.018909206,0.227485715,0.020238477,-0.027844147,0.139321498,-0.03950629,-0.016416177,-0.023156696,0.012592823,0.025231247,-0.007845971,0.013166132,-0.0526862,-0.070329786,-0.020697416,0.019435494,-0.011195226,0.015965472,0.03030593,0.022340897,-0.00402479,0.022385556,-0.003777675,0.01127936,-0.001614388,0.004860827,-5.38E-06,-1.94E-16
Mb1089,Mb1089#29,0,noone,NA,sin,Sin_S_Japan,M1,2,29.0362,111.356,11376,1.777187652,-0.127472596,-1.373271283,-1.700076114,2.762976941,2.278419728,-0.390019914,1.32066728,1.493134623,-0.877297228,-0.565614722,-0.219536398,-0.7511416,-0.475427707,0.511536506,0.936234534,0.037900397,0.527793879,0.000229988,-0.245700514,-0.064023313,0.170694216,0.001652897,0.018909206,0.227485715,0.020238477,-0.027844147,0.139321498,-0.03950629,-0.016416177,-0.023156696,0.012592823,0.025231247,-0.007845971,0.013166132,-0.0526862,-0.070329786,-0.020697416,0.019435494,-0.011195226,0.015965472,0.03030593,0.022340897,-0.00402479,0.022385556,-0.003777675,0.01127936,-0.001614388,0.004860827,-5.38E-06,-1.94E-16
Mb1090,Mb1090#46,0,noone,NA,sin,Sin_S_Japan,M1,2,29.0362,111.356,11376,1.777187652,-0.127472596,-1.373271283,-1.700076114,2.762976941,2.278419728,-0.390019914,1.32066728,1.493134623,-0.877297228,-0.565614722,-0.219536398,-0.7511416,-0.475427707,0.511536506,0.936234534,0.037900397,0.527793879,0.000229988,-0.245700514,-0.064023313,0.170694216,0.001652897,0.018909206,0.227485715,0.020238477,-0.027844147,0.139321498,-0.03950629,-0.016416177,-0.023156696,0.012592823,0.025231247,-0.007845971,0.013166132,-0.0526862,-0.070329786,-0.020697416,0.019435494,-0.011195226,0.015965472,0.03030593,0.022340897,-0.00402479,0.022385556,-0.003777675,0.01127936,-0.001614388,0.004860827,-5.38E-06,-1.94E-16
Mb1112,Mb1112#55,0,noone,NA,flor,Sin_S_Japan,M1,2,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1182,Mb1182#16,0,noone,NA,cond,Sin_S_Japan,M1,2,35.0793,136.191,4394,-1.641806461,-0.752678299,2.88029389,1.711307414,-0.243704148,-0.184447893,0.13796449,-1.861912732,0.056625439,0.496206472,-0.520228235,-0.193225936,0.890755577,0.210421056,0.228075376,0.421754305,-0.539301977,0.232842125,0.033551339,0.100363635,0.171741187,0.114808744,0.066931453,0.026841599,0.008908198,0.169024244,0.098735618,0.026722769,-0.093779963,-0.024643951,-0.069349245,0.143254405,-0.07677166,0.038481819,-0.065276248,0.018187217,0.010256012,0.013560715,0.003087476,-0.054495477,-0.001858331,-0.02599777,-0.016736594,-0.006712074,0.012816259,-0.002769914,0.00796366,0.001861711,-0.001312148,0.000221353,2.16E-15
Mb1188,Mb1188#12,0,noone,NA,sin,Sin_S_Japan,M1,2,35.4803,135.479,4278,2.969515241,-2.109108025,0.678263064,-0.897896328,0.277843711,1.6845579,2.975886591,-0.488135634,-0.437810634,1.348447536,0.085976473,0.274321803,1.484623275,0.798820091,0.495076741,0.328114903,-0.066135641,-0.391658979,0.063747409,-0.115445656,0.111564718,0.116766448,-0.062905392,-0.119120231,0.009687295,0.082493717,-0.14099783,0.032422086,-0.068465401,-0.019027368,0.024244122,0.010572822,0.065303292,0.016827923,-0.009336289,0.021929399,-0.068331646,-0.016963563,-0.021200367,-0.040899248,-0.019453276,0.0079973,-0.005518287,-0.015995498,0.027813327,0.000935683,0.001811194,0.000544505,-0.001562921,-0.000250032,1.33E-15
Mb1190,Mb1190#15,0,noone,NA,sin,Sin_S_Japan,M1,2,35.5091,135.24,4278,2.982147822,-1.816382835,0.582117321,-0.98761497,0.063220058,1.355850097,3.200625579,-0.591481937,-0.507104444,1.187391055,0.145824213,0.348003594,1.395072138,0.744055629,0.528117842,0.28429322,-0.013388108,-0.541523083,0.114183693,-0.185163405,0.076711179,0.076792848,-0.074643004,-0.188670046,0.009441696,0.084403486,-0.14556206,0.063369921,-0.040816379,-0.00746555,-0.007249793,-0.035586682,0.080695128,0.011402318,0.051274876,0.031039234,-0.013563109,-0.034850126,-0.044414611,-0.039711724,-0.023497728,0.030447228,-0.007908294,-0.00532181,0.033709555,0.000888152,-0.004027526,-0.006088182,-0.001177642,-5.28E-05,1.36E-15
Mb1192,Mb1192#33,0,noone,NA,sin,Sin_S_Japan,M1,2,35.4855,134.703,4289,2.806624474,1.579266655,1.489545184,-0.270646722,0.034169309,2.766323001,2.297430531,1.277164997,0.010543748,1.317337532,-0.145348032,0.616883531,0.93447592,0.930820496,0.839373581,0.96347742,0.545049194,-0.672808919,0.441737279,-0.316398069,-0.256363837,-0.140785297,0.14203375,0.103634928,0.203879977,0.193117336,0.034632045,-0.110065396,0.043714636,0.019730143,0.056704569,-0.00677978,0.020762967,-0.127536654,0.072954849,0.147923381,0.056189585,0.021465719,-0.031606486,-0.053075285,0.020403654,-0.006995852,0.000788592,-0.01110624,-0.000677446,0.006290971,0.005213666,-0.006720472,0.001486216,1.66E-05,3.64E-15
Mb1193,Mb1193#1,0,noone,NA,sin,Sin_S_Japan,M1,2,35.5052,134.666,4289,2.915443217,1.868288203,1.409906643,-0.2765088,-0.186274933,2.44280233,2.546651266,1.191106025,-0.079820463,1.150144537,-0.046641647,0.591822315,1.011723448,0.675636248,0.786384839,0.922495694,0.526340552,-0.583175745,0.370342266,-0.268064001,0.028529434,-0.104880091,0.058382516,-0.024769528,0.10254578,0.12839202,0.046906597,-0.104459255,0.033671833,0.066414617,0.045223613,0.00519227,0.008251668,-0.11342017,0.051395739,0.13416908,0.032532676,0.011086765,-0.005596165,-0.068251591,0.012344519,0.000473611,0.001731612,0.007167242,-0.002395699,0.011358658,0.003814691,-0.002910532,0.002005167,0.000117659,3.05E-15
Mb1194,Mb1194#14,0,noone,NA,sin,Sin_S_Japan,M1,2,35.5246,134.399,4278,2.942239628,-1.823699912,0.482833313,-0.952910271,-0.006227435,1.348618579,2.967674058,-0.586341628,-0.397304678,1.21256382,0.20429721,0.47181373,1.22583246,1.383229834,0.777529243,0.287545348,-0.018391433,-0.749889139,0.231959344,-0.192047671,-0.392429628,0.004570739,0.121584092,0.068707416,0.106785817,0.228755836,-0.106370009,0.032673084,-0.086115776,-0.130573925,0.109674664,-0.019617162,0.04369359,-0.015228675,-0.005195255,0.034780283,-0.02939571,0.009371571,-0.028914483,-0.035051674,-0.004661085,0.010338556,-0.002179427,-0.003433604,0.028316629,0.000576992,0.003426495,-0.000696629,-0.001492801,-0.000445823,1.42E-15
Mb1195,Mb1195#4,0,noone,NA,sin,Sin_S_Japan,M1,2,35.5316,134.218,4278,3.499088124,-1.684384236,0.601876359,-0.458851552,-0.146614795,1.312890713,3.991194732,-0.999388674,-0.947127839,-0.679664986,-0.422145662,1.562884664,-2.422042524,1.849651036,0.495573596,-0.18769196,0.241474191,0.05970194,-0.28618407,0.192704126,-0.041329079,0.213318973,-0.06347272,0.166048719,-0.059315303,0.065500369,-0.113783433,0.110299104,0.037868432,-0.064764566,0.048829162,0.008800811,0.01562488,-0.011977369,0.016771664,0.031845118,-0.032684991,-0.02579949,0.037752056,-0.00894729,0.006638844,-0.00530195,-0.006347374,-0.006508303,0.004502004,0.002527901,0.000360563,0.004056601,0.000367905,-0.000406522,-8.60E-16
Mb1197,Mb1197#1,0,noone,NA,sacc,Sin_S_Japan,M1,2,35.5029,134.132,4278,3.360290129,-1.693363224,0.639773923,-0.593086619,-0.065354459,1.34936534,3.93394274,-0.976140048,-0.910675538,-0.771034402,-0.38483814,1.496244069,-2.388579349,1.787206294,0.460209761,-0.233403477,0.231508308,0.131326772,-0.332775077,0.185240751,0.140545334,0.241069371,-0.172050272,0.063854657,-0.070747904,0.063449184,-0.111822704,0.183067428,0.122727369,-0.028292314,-0.027019801,-0.03290338,0.004859509,-0.032131411,-0.014562127,0.012198438,-0.040971973,-0.022698929,0.047264904,-0.037644512,0.018995497,0.016363944,-0.002241935,-0.00197615,0.01508633,0.00540777,0.000219332,0.002978603,0.000668835,-0.000328797,-1.36E-15
Mb1199,Mb1199#3,0,noone,NA,sin,Sin_S_Japan,M1,2,35.4947,133.854,4278,2.792659445,-2.122676106,0.517057062,-0.940119096,0.272952405,1.648394646,2.430132256,-0.453628207,-0.245654552,1.075812238,0.281162478,0.28216668,1.276513912,1.436104308,0.689267391,0.211554232,-0.052226863,-0.607546214,0.142791349,-0.191696262,-0.003411177,0.078121402,-0.056063217,-0.102900077,0.032509266,0.154903547,-0.062115494,0.072401509,-0.041353706,-0.047095929,0.099099721,0.002703103,0.023409531,0.018558867,-0.086939166,-0.020094376,-0.124691284,0.018628133,-0.025057926,-0.038117065,-0.022708485,-0.003574132,0.001043769,-0.001918739,0.025339715,0.002190676,0.002377833,0.002013037,-0.001381808,-0.000325549,4.72E-16
Mb1202,Mb1202#33,0,noone,NA,sin,Sin_S_Japan,M1,2,35.3708,133.333,4279,3.754106958,-3.995398701,0.481093386,-2.304077035,-1.290174327,0.93613359,2.454258704,-0.425456821,0.19654145,1.065799026,0.636543767,0.39264783,1.213131767,0.487657312,0.214903496,-0.177025569,-0.00643303,-0.335712793,0.127548656,-0.053664049,0.339542977,-0.017427812,-0.051465171,-0.156956341,-0.091001641,0.045082887,-0.010868814,0.034666735,0.003622195,0.020118189,0.002673417,0.016098364,-0.013445528,0.004425975,-0.064614498,-0.038694066,-0.049354834,-0.051403808,0.016977912,0.018041893,0.02137492,-0.006031515,0.010948068,0.014214923,-0.004804874,0.001351585,0.002965889,0.0010396,0.000804345,0.000135444,6.66E-16
Mb1203,Mb1203#4,0,noone,NA,sin,Sin_S_Japan,M1,2,35.4075,132.836,4279,3.827800943,-4.334377191,0.693919412,-2.131090977,-1.057500379,1.407645376,2.511952829,-0.366640859,0.177964587,0.993810376,0.661166076,0.391974255,1.22295453,0.604154716,0.214639093,-0.067908446,0.050683855,-0.588489269,0.183213891,-0.030189583,0.101612527,-0.043579206,0.011556299,-0.002392918,-0.043036451,0.04356009,-0.002080195,0.004463836,-0.003544063,-0.073535489,0.039900094,-0.00112367,-0.015173936,-0.040005245,-0.083647774,-0.029377721,-0.06248165,0.023017146,-0.046642879,0.036932212,0.003509119,-0.02599786,0.025314459,-0.003173209,-0.015027017,-0.007110835,0.000823981,-0.004613048,0.000520585,8.90E-05,3.61E-16
Mb1204,Mb1204#1,0,noone,NA,sin,Sin_S_Japan,M1,2,35.4142,132.646,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
Mb1206,Mb1206#14,0,noone,NA,sin,Sin_S_Japan,M1,2,35.2386,132.735,4299,0.264827149,-1.220818606,2.16174484,1.782220035,0.117631505,0.603085968,2.708334439,-0.21367675,-0.445348082,1.67292324,0.493994675,-2.377834157,0.179081135,0.63713851,0.939869953,0.245293692,0.315585293,-0.645336531,-0.039690138,-0.172225542,0.106892078,-0.036240458,0.010094421,0.123253112,-0.059432067,-0.078136881,0.095650962,0.011934714,0.002958085,-0.011002064,0.093240773,-0.02166238,0.057828365,0.042901732,0.045869484,-0.004626697,0.007851734,-0.00644831,-0.020501544,-4.21E-06,0.003175527,-0.014809509,-0.016422933,-0.014661058,-0.007490131,-0.004798177,0.000203933,0.001320982,-0.001381578,4.67E-05,9.71E-16
Mb1207,Mb1207#18,0,noone,NA,cond,Sin_S_Japan,M1,2,35.2423,132.554,4279,3.799712925,-4.198051395,0.694984576,-2.198913626,-1.103272942,1.282104354,2.657070888,-0.41614689,0.112456214,0.698460058,0.769388409,0.356306471,1.223198351,0.399760161,0.150935781,-0.093830508,0.053852572,-0.612863518,0.175986915,-0.025632145,0.040718746,-0.030559859,0.023627137,0.013832135,-0.005971608,0.015210368,-0.064446387,-0.0291713,0.014319778,-0.049454117,-0.046074679,-0.055022153,-0.004168599,-0.036239016,-0.069390307,-0.055652213,-0.051847489,0.000572286,-0.035278467,0.046381615,0.011923522,-0.015667459,0.017547179,-0.000952044,-0.011949116,-0.004476753,-0.002317341,-0.006094531,0.000359077,0.00021416,3.61E-16
Mb1209,Mb1209#1,0,noone,NA,sin,Sin_S_Japan,M1,2,35.1316,132.602,4299,0.308776445,-0.409130204,1.742006847,1.577831017,-0.443305843,-0.500278153,3.010371181,-0.479500363,-0.669123438,1.288599767,0.515617918,-2.306086078,-0.041254787,-0.097263546,0.76811395,0.089629501,0.392743168,-0.576873437,-0.031746793,-0.329126044,0.061089673,-0.071149,0.016869234,0.056380657,-0.047526284,-0.03871879,0.063781715,0.039751731,0.008597313,-0.027248743,0.054673021,-0.065777683,0.047492726,0.037261186,0.047051383,-0.001605953,0.027425888,-0.022674545,-0.005118787,0.001039696,0.008167494,0.007098929,-0.022279294,-0.004134969,-0.002030422,-0.001783024,-0.001259336,0.001274241,-0.00123402,0.000114275,3.61E-16
Mb1210,Mb1210#26,0,noone,NA,sin,Sin_S_Japan,M1,2,35.0899,132.611,4299,0.199821507,-0.883169025,1.940711766,1.653685398,-0.087568905,0.11639326,2.660486801,-0.312081966,-0.498166271,1.380440521,0.561795912,-2.38566096,0.059452915,0.368507716,0.865969801,0.14178141,0.344949789,-0.637838918,-0.019856762,-0.283313508,0.05658916,-0.053132979,0.024137908,0.096922245,-0.048334689,-0.059210328,0.079515954,0.027100647,-0.002872234,-0.033220642,0.091651889,-0.029531785,0.052951672,0.041894364,0.063747267,0.013714424,0.035996097,-0.0151592,-0.012972443,0.003739164,0.002279636,-0.010083719,-0.019670321,-0.011487495,-0.005731142,-0.005305055,-0.002377983,-0.000692909,-0.00117748,6.13E-05,7.49E-16
Mb1211,Mb1211#4,0,noone,NA,sin,Sin_S_Japan,M1,2,34.9706,132.47,4299,0.082029351,-1.377725354,2.098627678,1.741069391,0.303350388,0.694084897,2.194841045,-0.142953688,-0.340698291,1.401052646,0.574361006,-2.511186046,0.095799209,0.619256472,0.84909756,0.159913345,0.32999473,-0.636751385,-0.042431181,-0.248691807,0.15677992,-0.020906523,-0.054525114,0.058381086,-0.052869346,-0.110630911,0.098492161,0.034986672,0.027905428,-0.007647585,0.082723573,-0.024658363,0.04466611,0.036960926,0.018457271,-0.012026737,-0.000981868,-0.005054198,-0.019755921,-0.006283785,0.000812547,-0.012289792,-0.012957447,-0.006931863,-0.004901578,-0.004834369,0.004267118,0.005577766,-0.000919189,-3.26E-05,4.16E-16
Mb1212,Mb1212#41,0,noone,NA,sin,Sin_S_Japan,M1,2,35.0019,132.266,4279,3.736131281,-4.283052256,0.502071453,-2.13663489,-1.028724163,1.185825405,2.053157103,-0.366950425,0.193489547,0.534866943,0.789803875,0.201703429,1.14287582,0.186489616,-0.023503327,-0.191815416,0.074428974,-0.469434733,0.103648458,-0.028123954,0.207279965,-0.00713485,-0.114244036,-0.085550913,-0.040830158,0.026009678,-0.004747595,0.02465939,0.067760484,-0.029848191,-0.066781536,-0.015848162,-0.029307039,-0.018550194,-0.100220081,-0.061466161,-0.067863238,-0.015071603,-0.013406259,0.022270432,0.016465995,-0.008626986,0.017721117,0.001288589,-0.006290271,-0.001962307,0.00427764,-0.000214839,0.00058469,7.20E-05,-1.94E-16
Mb1213,Mb1213#16,0,noone,NA,sin,Sin_S_Japan,M1,2,34.9847,132.232,4279,3.796775941,-3.932017934,0.324607004,-2.188954053,-1.297072044,0.717811721,2.226843024,-0.483741681,0.092281119,0.421593855,0.800730145,0.248000933,1.079482832,-0.080977434,-0.069013476,-0.230201841,0.097573946,-0.447245789,0.104431593,-0.057285211,0.143627605,-0.022487868,-0.078875735,-0.058661994,-0.03904491,0.062795577,-0.003881405,0.019162828,0.04931595,-0.068327229,-0.077898561,0.00410425,-0.031687496,-0.009913419,-0.084201032,-0.034439842,-0.037345932,-0.019292209,-0.010091833,0.015428732,0.022609783,-0.002458067,0.016104464,-0.006490125,-0.005597718,-0.002565927,0.006372623,-9.38E-06,0.000362943,-1.91E-05,-2.78E-17
Mb1214,Mb1214#3,0,noone,NA,cond,Sin_S_Japan,M1,2,34.896,132.106,4279,3.779636023,-4.310940635,0.317760625,-2.015425327,-1.042701063,1.043354381,1.666222192,-0.362625997,0.210102473,0.428597789,0.777959288,0.126826743,1.028570261,-0.023965325,-0.170095376,-0.24333868,0.134785791,-0.451220838,0.071422161,-0.029922979,0.262215348,-0.00904647,-0.20561817,-0.137513455,-0.064964489,0.03978606,0.037988459,0.060863634,0.117242438,-0.033062718,-0.112520263,0.018608147,-0.028739844,-0.000487113,-0.045565725,-0.029809999,-0.016617915,-0.033567908,-0.014869033,0.009680904,0.014878537,0.003453531,0.015435779,-0.00716788,-0.000984717,-0.002970347,0.001061704,-0.006213595,0.000806126,9.20E-05,-1.39E-16
