accession,geno,choice,name,ID,species,pop_dapc8,pop_dapc8_ID,pop_dapc5,Lat,Long,Soil.all,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
Mb1014,Mb1014#1,0,noone,NA,flor,Flor_Taiwan,M5,4,24.3971,121.244,11879,5.636821807,2.441731441,-2.827864798,5.478550642,-2.73996712,-5.156079162,2.505168308,-2.435008769,-3.911637957,-1.43868568,0.02783252,0.399940003,0.619675602,-0.267877416,-0.381932186,-0.254639367,-0.295433408,-0.329837163,0.253355339,0.071417858,-0.990005802,-0.174110323,0.290307104,0.666238269,0.230807576,0.287541815,-0.13994664,-0.125465497,0.301796415,-0.014323265,-0.008638951,-0.142656758,-0.002919631,0.061833617,-0.030408526,-0.077213061,-0.031157197,-0.073445438,-0.003242675,0.001364268,0.051662161,0.038965857,-0.010278111,0.007781939,0.014662393,-0.001322112,0.004437189,0.005571852,-0.00085871,-9.17E-05,-1.03E-15
Mb1031,Mb1031#1,0,noone,NA,flor,Flor_Taiwan,M5,4,24.08244,121.16356,11851,6.487364108,1.236763374,-3.13391258,2.927098107,-0.380965092,-0.086567765,-0.553536189,0.624578513,0.849345524,-1.761029982,1.022913537,-0.363177076,0.039923831,0.109030764,0.667374152,0.419648058,-0.189187694,-0.111074768,0.04588253,0.106341178,0.105824372,0.107465706,-0.026963035,-0.014431444,-0.164985235,0.02626469,0.101917966,0.08672067,-0.034698368,-0.01866083,0.020111046,0.011017642,-0.049347001,-0.066990353,0.013734169,-0.028923585,-0.058148368,-0.035121069,0.009840377,-0.029974704,-0.012743779,0.000355531,-0.001640797,0.013136626,-0.007721235,0.00307891,0.004359659,0.00264733,-0.000669784,-5.58E-05,-2.64E-15
Mb1181,Mb1181#25,1,Llyr,M5.01,flor,Flor_Taiwan,M5,4,23.2899,120.498,11798,7.363720172,-3.432111425,-5.214432033,2.857995362,0.171877544,0.552855268,-7.026137216,-0.882956257,-0.863080948,1.565627104,-1.462381485,1.446436613,-0.382959441,-0.106375234,0.769540267,0.164443761,0.176282589,-0.346059467,-0.639173411,-0.826661373,0.330014175,0.844590005,0.23983303,0.206889868,0.171461836,0.018757313,0.279908643,-0.053771889,0.131012786,0.333829924,0.150261034,-0.30120947,0.107554269,0.213915616,0.072098435,0.068735012,-0.037516259,0.081513502,-0.017163049,-0.086002806,0.124408026,-0.096033694,0.057486041,0.006093816,-0.02809975,0.021794915,0.006883017,-0.009933941,-0.002455127,-0.000133276,-5.55E-17
Mb1030,Mb1030#216,1,Lancelot,M5.02,flor,Flor_Taiwan,M5,4,24.06064,121.15519,11851,5.810393676,0.546958155,-2.871289823,2.587342436,0.386593974,0.759849409,-1.286355796,0.87328908,1.111838168,-2.168020923,1.115623087,-0.554452228,-0.117863789,0.38655085,0.612414033,0.507275976,-0.122169039,-0.307360291,0.044629716,0.239981024,-0.02672479,0.110373502,-0.080476643,0.007986466,-0.144047724,-0.08320676,0.143199444,0.014406514,-0.043105133,-0.037410989,-0.001098128,0.049330427,-0.050961978,-0.037119674,0.023863362,-0.05159323,-0.054304755,-0.018322584,-0.002474918,-0.021886464,-0.027994462,-0.006780054,0.009994204,0.02551114,-0.013430618,0.003211931,0.004450854,0.003881747,0.000935799,-8.90E-05,-2.78E-15
Mb1096,Mb1096#5,0,noone,NA,flor,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1097,Mb1097#23,0,noone,NA,flor,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1098,Mb1098#23,0,noone,NA,flor,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1099,Mb1099#26,0,noone,NA,cond,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1100,Mb1100#41,0,noone,NA,cond,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1123,Mb1123#27,1,Gawain,M5.03,sin,Flor_Taiwan,M5,4,24.6254,121.485,11389,8.47624527,0.057611616,-2.692461031,3.405864549,0.801431629,1.496035325,2.084090569,0.966704661,2.621756553,0.979290236,0.616109474,-0.382210133,0.15742183,-0.561096435,-0.189690816,0.816989345,0.353513642,0.217273176,0.119604187,0.488663557,0.549192221,-0.052100791,0.192798277,-0.063794406,0.381136898,-0.05202427,-0.200795124,-0.126413844,0.098385918,0.080448655,0.049434916,-0.193248084,-0.113148622,0.076890457,-0.098198733,-0.037454314,0.064324993,0.035811098,0.006378314,-0.014425068,-0.011495955,0.008896235,-0.009677382,-0.001751288,0.010328175,-0.013588025,-0.005839548,0.004864753,0.001400417,-0.000423169,2.91E-15
Mb1103,Mb1103#1,0,noone,NA,cond,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1104,Mb1104#44,0,noone,NA,sin,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1105,Mb1105#41,0,noone,NA,sin,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1106,Mb1106#24,0,noone,NA,sin,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1107,Mb1107#25,0,noone,NA,cond,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1108,Mb1108#44,0,noone,NA,flor,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1109,Mb1109#25,0,noone,NA,sin,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1110,Mb1110#45,0,noone,NA,sin,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1111,Mb1111#3,0,noone,NA,flor,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1113,Mb1113#25,0,noone,NA,flor,Flor_Taiwan,M5,4,23.5214,120.911,11839,6.406043103,-0.810364567,-3.161933731,2.726918689,-2.010074624,-1.613396795,-3.053114671,0.48651535,-0.019033096,-1.707333967,0.139953739,0.602392062,0.288121313,0.709997759,-0.492377266,-0.321108631,0.423843308,-0.283523087,-0.377642301,0.146343624,0.484692066,-0.265808558,-0.359746461,0.284163974,0.001385023,0.012649518,0.021211037,0.002267076,-0.190917822,-0.181209221,0.177967611,0.073515615,0.050732584,-0.036035999,-0.011843841,-0.066213456,0.127228766,0.045976045,-0.01134044,0.039703411,0.033385141,-0.006439797,-0.007241523,0.000801694,0.012082487,0.003759367,0.004720892,0.004694943,0.00173662,-0.000188852,-4.36E-15
Mb1114,Mb1114#22,0,noone,NA,flor,Flor_Taiwan,M5,4,23.5214,120.911,11839,6.406043103,-0.810364567,-3.161933731,2.726918689,-2.010074624,-1.613396795,-3.053114671,0.48651535,-0.019033096,-1.707333967,0.139953739,0.602392062,0.288121313,0.709997759,-0.492377266,-0.321108631,0.423843308,-0.283523087,-0.377642301,0.146343624,0.484692066,-0.265808558,-0.359746461,0.284163974,0.001385023,0.012649518,0.021211037,0.002267076,-0.190917822,-0.181209221,0.177967611,0.073515615,0.050732584,-0.036035999,-0.011843841,-0.066213456,0.127228766,0.045976045,-0.01134044,0.039703411,0.033385141,-0.006439797,-0.007241523,0.000801694,0.012082487,0.003759367,0.004720892,0.004694943,0.00173662,-0.000188852,-4.36E-15
Mb1115,Mb1115#24,0,noone,NA,flor,Flor_Taiwan,M5,4,23.5214,120.911,11839,6.406043103,-0.810364567,-3.161933731,2.726918689,-2.010074624,-1.613396795,-3.053114671,0.48651535,-0.019033096,-1.707333967,0.139953739,0.602392062,0.288121313,0.709997759,-0.492377266,-0.321108631,0.423843308,-0.283523087,-0.377642301,0.146343624,0.484692066,-0.265808558,-0.359746461,0.284163974,0.001385023,0.012649518,0.021211037,0.002267076,-0.190917822,-0.181209221,0.177967611,0.073515615,0.050732584,-0.036035999,-0.011843841,-0.066213456,0.127228766,0.045976045,-0.01134044,0.039703411,0.033385141,-0.006439797,-0.007241523,0.000801694,0.012082487,0.003759367,0.004720892,0.004694943,0.00173662,-0.000188852,-4.36E-15
Mb1102,Mb1102#46,1,Geraint,M5.04,cond,Flor_Taiwan,M5,4,24.0611,121.116,11851,6.787655143,1.500685532,-3.419321229,3.13829971,-0.723835843,-0.590482356,-0.543998675,0.516733738,0.741175495,-1.477138619,0.820739561,-0.256570383,-0.099441612,-0.163258659,0.597097879,0.376795676,-0.158007177,-0.019319331,0.11373735,-0.014149083,-0.002725819,0.06852039,0.047988393,-0.071113223,-0.137695414,-0.032523082,0.027940676,0.027350215,-0.097120639,-0.026835924,-0.03859474,0.005533369,-0.028303635,-0.06517584,0.010250214,-0.012515856,-0.050871279,-0.012537715,-0.004130113,-0.007919028,-0.016652681,-0.004320939,-0.002040695,-0.003263618,-0.012535671,0.001713775,0.001084947,-0.000821024,-0.001165214,2.64E-05,-2.47E-15
Mb1117,Mb1117#28,0,noone,NA,flor,Flor_Taiwan,M5,4,23.4866,120.853,11839,8.167693085,0.436285236,-4.125340822,3.884176389,-3.710526731,-3.648333634,-2.265115176,-0.00873258,-0.554062828,0.045722462,-0.744284404,1.16915271,0.104552133,-0.105807243,-0.586320288,-0.594963077,0.379730211,0.441123532,-0.273050818,-0.503529594,0.731769959,-0.25680364,-0.169897736,0.164871602,0.071472131,0.11578874,-0.211476316,0.012468932,-0.253140496,-0.057413699,0.103818297,-0.003736803,0.094935343,-0.019163244,-0.110327896,-0.073627712,0.010770812,0.042972,0.000423466,0.087406125,0.041501328,0.037317335,-0.016725007,0.001770323,0.024643622,0.012922097,-0.00411073,-0.001165542,-0.000349061,0.00030128,-3.30E-15
Mb1118,Mb1118#48,0,noone,NA,flor,Flor_Taiwan,M5,4,23.4866,120.853,11839,8.167693085,0.436285236,-4.125340822,3.884176389,-3.710526731,-3.648333634,-2.265115176,-0.00873258,-0.554062828,0.045722462,-0.744284404,1.16915271,0.104552133,-0.105807243,-0.586320288,-0.594963077,0.379730211,0.441123532,-0.273050818,-0.503529594,0.731769959,-0.25680364,-0.169897736,0.164871602,0.071472131,0.11578874,-0.211476316,0.012468932,-0.253140496,-0.057413699,0.103818297,-0.003736803,0.094935343,-0.019163244,-0.110327896,-0.073627712,0.010770812,0.042972,0.000423466,0.087406125,0.041501328,0.037317335,-0.016725007,0.001770323,0.024643622,0.012922097,-0.00411073,-0.001165542,-0.000349061,0.00030128,-3.30E-15
Mb1119,Mb1119#26,0,noone,NA,flor,Flor_Taiwan,M5,4,23.5035,120.797,11864,5.79397791,0.980796742,-4.221036197,6.610335427,-2.262595845,-5.057311776,-2.203902725,-1.803961451,-2.919450642,0.76808879,-1.089937951,0.062079563,-0.023523476,0.431322446,-0.732492837,-0.634970936,-0.157557416,0.487335776,0.228314672,-0.662412053,0.651817419,0.093305106,-0.19253441,0.092633982,-0.144353216,0.01261025,-0.079941594,0.014255373,0.370898405,0.122957898,0.124792719,0.176122667,-0.037799537,0.120079406,-0.075915139,0.0747801,-0.128769686,-0.055781463,-0.02033495,-0.008866642,-0.052101145,0.010004473,0.002409747,-0.008938586,0.00548075,-0.009119885,-0.003961101,-0.001121088,0.001193966,-7.55E-05,-1.50E-15
Mb1116,Mb1116#31,1,Percival,M5.05,sin,Flor_Taiwan,M5,4,23.4875,120.89,11864,5.450799663,1.32621754,-3.705367834,6.076013606,-2.193716044,-4.868430805,-1.080260564,-1.912285554,-3.07319928,-0.397592894,-0.480630921,0.002258266,0.188142804,0.48832671,-0.575579313,-0.649833471,-0.316782835,0.354218906,0.200907982,-0.406583376,0.325661803,0.004485979,-0.141072696,0.025268814,-0.121470615,0.009170501,-0.095732728,0.090110915,0.359283466,0.077770302,0.123854454,0.090803051,-0.018768477,0.036563648,0.030482433,0.124365681,0.025906772,-0.065213146,-0.019356678,-0.038021212,-0.026504512,0.013308032,0.006762726,0.003618122,0.011441012,-0.013865726,-0.007478669,-0.00514092,0.001890016,-4.21E-05,-1.80E-15
Mb1126,Mb1126#24,0,noone,NA,flor,Flor_Taiwan,M5,4,24.6203,121.489,11389,8.120213772,0.256980966,-2.745105518,3.049637115,0.806986247,1.325428994,1.968436344,0.968610313,2.710821026,0.547358262,0.868177659,-0.491397235,0.207025882,-0.504394987,-0.149976628,0.786825956,0.264875758,0.383323431,-0.019361459,0.742898258,0.659632504,-0.001874875,0.174737823,0.033210301,0.307111944,0.02547914,-0.143248011,-0.107145305,0.125274611,0.05887286,0.106247994,-0.147189067,-0.131287103,0.099071728,-0.076347644,-0.033638262,0.054936966,0.016523339,0.011774001,-0.020498419,-0.013923589,-0.003457276,-0.011724892,-0.003219127,0.004693408,-0.01323502,-0.008284668,0.003788938,0.00122682,-0.000410791,3.03E-15
Mb1166,Mb1166#43,0,noone,NA,flor,Flor_Taiwan,M5,4,22.0149,121.335,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
Mb1167,Mb1167#41,0,noone,NA,flor,Flor_Taiwan,M5,4,22.0149,121.335,0,0.269344327,-0.103773554,0.072685779,-0.695403911,0.847905892,0.379767164,-0.152649247,0.410711454,-0.139649562,-0.572746998,-0.252422659,-0.230042856,0.121756065,0.281467655,-0.487763893,0.091241138,-0.2080937,-0.115744696,-0.025523265,-0.035507415,0.148471399,-0.287725556,0.200637319,-0.041271756,-0.116619586,0.155323337,-0.059530989,0.059225997,0.069471282,0.020857605,-0.064992457,-0.033620485,0.004718955,0.044902987,0.099402638,0.006268136,-0.02198333,0.076919545,0.027745069,0.027438568,-0.01251331,-0.002470726,0.000804696,0.000520641,0.00043525,6.20E-05,0.003159725,0.001599814,6.09E-06,-1.03E-07,1.94E-16
Mb1179,Mb1179#44,0,noone,NA,flor,Flor_Taiwan,M5,4,23.5035,120.797,11864,5.79397791,0.980796742,-4.221036197,6.610335427,-2.262595845,-5.057311776,-2.203902725,-1.803961451,-2.919450642,0.76808879,-1.089937951,0.062079563,-0.023523476,0.431322446,-0.732492837,-0.634970936,-0.157557416,0.487335776,0.228314672,-0.662412053,0.651817419,0.093305106,-0.19253441,0.092633982,-0.144353216,0.01261025,-0.079941594,0.014255373,0.370898405,0.122957898,0.124792719,0.176122667,-0.037799537,0.120079406,-0.075915139,0.0747801,-0.128769686,-0.055781463,-0.02033495,-0.008866642,-0.052101145,0.010004473,0.002409747,-0.008938586,0.00548075,-0.009119885,-0.003961101,-0.001121088,0.001193966,-7.55E-05,-1.50E-15
Mb1180,Mb1180#44,0,noone,NA,flor,Flor_Taiwan,M5,4,23.2899,120.498,11798,7.363720172,-3.432111425,-5.214432033,2.857995362,0.171877544,0.552855268,-7.026137216,-0.882956257,-0.863080948,1.565627104,-1.462381485,1.446436613,-0.382959441,-0.106375234,0.769540267,0.164443761,0.176282589,-0.346059467,-0.639173411,-0.826661373,0.330014175,0.844590005,0.23983303,0.206889868,0.171461836,0.018757313,0.279908643,-0.053771889,0.131012786,0.333829924,0.150261034,-0.30120947,0.107554269,0.213915616,0.072098435,0.068735012,-0.037516259,0.081513502,-0.017163049,-0.086002806,0.124408026,-0.096033694,0.057486041,0.006093816,-0.02809975,0.021794915,0.006883017,-0.009933941,-0.002455127,-0.000133276,-5.55E-17
Mb1564,Mb1564#1,1,Eufydd,M5.06,trans,Flor_Taiwan,M5,4,25.14324,121.52061,11806,7.078055976,-8.545811801,2.019844669,1.52780019,-2.666959473,2.517525077,3.344295521,0.05596514,-1.17698798,1.515094817,0.295612079,0.070015882,1.875597576,0.475371032,0.577366119,0.1261338,-0.698888147,-0.248703174,0.243304904,1.128084865,0.676385008,0.079283601,-0.101121769,0.226670895,-0.402046251,-0.432034829,0.129260647,-0.220916883,0.082805311,0.332865334,-0.028894197,-0.1928307,0.028702112,-0.216781162,-0.011807655,-0.129263789,-0.100717463,0.07975391,0.041533215,-0.097237247,-0.013519694,0.03453865,0.000949013,0.045615205,-0.003989223,0.02281655,-0.008851948,-0.001171365,-0.004013726,0.000540572,9.71E-16
Mb1329,Mb1329#5,0,noone,NA,flor,Flor_Taiwan,M5,4,24.1115,121.214,11864,4.792047574,1.154260913,-2.641140666,5.280058674,-1.570827846,-3.805251905,0.452103998,-1.874768829,-3.231489363,-1.352772572,-0.001870025,-0.108352809,0.597849937,0.426551291,-0.441294714,-0.358019568,-0.457863686,0.079128457,0.228780949,0.303252225,-0.537418961,-0.336635971,-0.168182492,-0.462914981,-0.037782496,-0.228072233,0.086221465,-0.022124765,0.133381404,0.106950562,-0.049686395,0.145829595,0.029385824,0.122359509,0.023168091,0.055061143,0.111787707,0.025694512,-0.015161069,-0.070574742,0.00204768,-0.012084111,0.041908148,0.002257109,0.004428137,-0.009666923,-0.004890154,-0.001956289,0.003688165,3.72E-05,-2.03E-15
Mb1333,Mb1333#923,0,noone,NA,flor,Flor_Taiwan,M5,4,24.1002,121.192,11851,7.678064846,2.075258035,-3.560572406,3.672839653,-1.471023683,-1.265632925,0.469743933,0.241469749,0.358275805,-0.906325903,0.516104148,0.069595982,-0.157866581,-0.500274111,0.629272499,0.331924172,-0.234613316,0.21468652,0.223940256,-0.077693796,-0.430800584,-0.133691428,0.190915945,-0.303167434,-0.06573955,-0.013603847,0.002034538,0.042710921,-0.244165736,-0.012714689,-0.047344188,0.015838703,0.021782293,-0.074016003,0.067917206,0.054173037,0.049637844,-0.010070965,0.013741362,-0.006738504,0.009327442,0.001083509,-0.000691924,-0.007263978,-0.006103178,0.001911808,0.001081554,-0.002771003,-0.001482004,4.18E-05,-1.58E-15
