accession;geno;species;pop_dapc8;pop_dapc5;Lat;Long;Soil.all;TAA;TRD;TIA;TSA;TMA;TmA.1;TRA;TWeQ;TDQ;TWaQ;TCQ;PTA;PWM;PDM;PSA;PWeQ;PDQ;PWaQ;PCQ;T_GR;T_SA;T_SI;T_CL;T_RB;T_BD;T_OC;T_PH;T_CE;T_CS;T_BS;T_TE;T_CA;T_CO;T_ES;T_EC;S_GR;S_SA;S_SI;S_CL;S_RD;S_BD;S_OC;S_PH;S_CE;S_CS;S_BS;S_TE;S_CA;S_CO;S_ES;S_EC
Mb341;Mb341;sacc;Sacc_rob;3;343045;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb344;Mb344;sacc;Sacc_rob;3;343045;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb346;Mb346;sacc;Sacc_rob;3;343048;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb347;Mb347;sacc;Sacc_rob;3;343048;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb348;Mb348;sacc;Sacc_rob;3;343048;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb349;Mb349;sacc;Sacc_rob;3;343048;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb35;Mb35;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb350;Mb350;sacc;Sacc_rob;3;343048;117951;11481;146;97;27;9595;314;-39;353;266;18;266;18;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb353;Mb353;sacc;Sacc_rob;3;343013;117945;11481;146;97;27;9588;314;-4;354;266;17;266;17;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb354;Mb354;sacc;Sacc_rob;3;343013;117945;11481;146;97;27;9588;314;-4;354;266;17;266;17;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb357;Mb357;sacc;Sacc_rob;3;343013;117945;11481;146;97;27;9588;314;-4;354;266;17;266;17;710;182;14;90;442;52;442;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb358;Mb358#2;rob;Sacc_rob;3;342988;117952;11481;147;97;27;9589;314;-39;353;266;18;266;18;710;182;14;91;443;52;443;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb36;Mb36;sin;Sin_N_Japan;1;36141;137725;4371;91;103;29;8853;271;-82;353;20;-23;202;-23;1485;209;54;45;574;172;564;172;9;38;4225;1975;1405;121;27025;62;5825;185;6425;96;975;0;15;1;6,33333E+14;3,23333E+14;4,13333E+14;2,63333E+14;1,35333E+14;1,30333E+14;8,33333E+14;5,93333E+14;6,63333E+14;20;5,93333E+14;64;0;0;6,66667E+14;1
Mb360;Mb360;rob;Sacc_rob;3;342988;117952;11481;147;97;27;9589;314;-39;353;266;18;266;18;710;182;14;91;443;52;443;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb361;Mb361;rob;Sacc_rob;3;342988;117952;11481;147;97;27;9589;314;-39;353;266;18;266;18;710;182;14;91;443;52;443;52;4;14;39;47;123;141;97;8;51;28;100;223;133;0;2;1;3;15;40;45;124;146;45;79;51;21;100;209;192;2;3;19
Mb368;Mb368#1;sin;Sin_S_Japan;2;289344;120355;11818;163;81;25;7961;32;8;312;198;8;263;58;1549;240;42;46;593;162;558;187;10;28;22;50;125;127;307;48;8;17;24;46;0;0;1;1;5;24;19;57;122;133;94;47;11;9;22;22;0;0;2;1
Mb37;Mb37;sin;Sin_S_Japan;2;34772;132061;4279;131;77;26;7627;284;-6;29;226;99;231;35;1827;274;94;36;648;304;644;334;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb378;Mb378#1;sin;Sacc_rob;3;282083;112905;11605;179;76;23;8909;345;15;33;223;84;289;59;1389;209;45;47;596;177;438;195;10;29;50;21;138;141;112;78;34;11;100;241;93;0;1;3;10;34;45;21;139;15;82;79;41;13;100;329;94;0;1;3
Mb38;Mb38;sin;Sin_S_Japan;2;34772;132061;4279;131;77;26;7627;284;-6;29;226;99;231;35;1827;274;94;36;648;304;644;334;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb380;Mb380#1;sin;Sacc_rob;3;282083;112905;11605;179;76;23;8909;345;15;33;223;84;289;59;1389;209;45;47;596;177;438;195;10;29;50;21;138;141;112;78;34;11;100;241;93;0;1;3;10;34;45;21;139;15;82;79;41;13;100;329;94;0;1;3
Mb383;Mb383#1;lut;Lut;3;288305;112396;11483;174;72;22;8681;336;15;321;217;81;282;58;1332;196;43;46;565;166;437;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb384;Mb384#1;lut;Lut;3;288305;112396;11483;174;72;22;8681;336;15;321;217;81;282;58;1332;196;43;46;565;166;437;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb386;Mb386#1;lut;Sacc_rob;3;288305;112396;11483;174;72;22;8681;336;15;321;217;81;282;58;1332;196;43;46;565;166;437;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb388;Mb388#1;lut;Sacc_rob;3;288305;112396;11483;174;72;22;8681;336;15;321;217;81;282;58;1332;196;43;46;565;166;437;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb39;Mb39;sin;Sin_S_Japan;2;34772;132061;4279;131;77;26;7627;284;-6;29;226;99;231;35;1827;274;94;36;648;304;644;334;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb391;Mb391;lut;Sacc_rob;3;288131;112407;11928;174;72;22;8689;336;15;321;217;81;283;58;1335;196;43;46;565;167;437;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb393;Mb393#1;lut;Lut;3;288131;112407;11928;174;72;22;8689;336;15;321;217;81;283;58;1335;196;43;46;565;167;437;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb397;Mb397;lut;Lut;3;288236;112433;11928;174;72;22;8706;336;15;321;218;81;283;58;1333;197;43;46;566;167;436;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb398;Mb398#1;lut;Lut;3;288236;112433;11928;174;72;22;8706;336;15;321;218;81;283;58;1333;197;43;46;566;167;436;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb399;Mb399;lut;Lut;3;288236;112433;11928;174;72;22;8706;336;15;321;218;81;283;58;1333;197;43;46;566;167;436;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb4;Mb4;sin;Sin_S_Japan;2;350662;135217;4299;143;84;26;8170;309;-5;314;213;65;249;41;1610;214;77;35;571;260;538;262;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb401;Mb401;lut;Lut;3;288236;112433;11928;174;72;22;8706;336;15;321;218;81;283;58;1333;197;43;46;566;167;436;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb403;Mb403#1;lut;Lut;3;288346;11243;11928;174;72;22;8699;336;14;322;217;81;283;58;1331;197;43;46;566;166;436;170;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb404;Mb404;lut;Lut;3;288346;11243;11928;174;72;22;8699;336;14;322;217;81;283;58;1331;197;43;46;566;166;436;170;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb406;Mb406#1;lut;Lut;3;288942;112367;11928;174;72;22;8655;334;15;319;217;81;282;58;1326;195;42;46;561;164;438;168;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb407;Mb407#1;lut;Lut;3;289009;112365;11928;174;72;22;8637;334;15;319;217;81;282;59;1325;195;42;46;561;163;438;166;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb408;Mb408#1;lut;Lut;3;289009;112365;11928;174;72;22;8637;334;15;319;217;81;282;59;1325;195;42;46;561;163;438;166;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb41;Mb41;sin;Sin_S_Japan;2;34772;132061;4279;131;77;26;7627;284;-6;29;226;99;231;35;1827;274;94;36;648;304;644;334;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb410;Mb410;lut;Lut;3;289;112366;11928;174;72;22;8640;334;15;319;217;81;282;59;1326;195;42;46;561;164;438;168;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb411;Mb411;lut;Lut;3;288895;11239;11928;174;72;22;8657;334;15;319;217;81;282;58;1325;196;43;46;562;165;437;169;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb412;Mb412#1;lut;Sacc_rob;3;288895;11239;11928;174;72;22;8657;334;15;319;217;81;282;58;1325;196;43;46;562;165;437;169;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb413;Mb413#1;lut;Lut;3;288895;11239;11928;174;72;22;8657;334;15;319;217;81;282;58;1325;196;43;46;562;165;437;169;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb414;Mb414#1;lut;Lut;3;288824;112439;11483;174;72;22;8676;334;14;32;217;81;282;58;1327;196;43;46;563;166;435;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb415;Mb415#1;lut;Lut;3;288824;112439;11483;174;72;22;8676;334;14;32;217;81;282;58;1327;196;43;46;563;166;435;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb416;Mb416;lut;Lut;3;288824;112439;11483;174;72;22;8676;334;14;32;217;81;282;58;1327;196;43;46;563;166;435;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb417;Mb417#1;lut;Sacc_rob;3;288824;112439;11483;174;72;22;8676;334;14;32;217;81;282;58;1327;196;43;46;563;166;435;170;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb42;Mb42;sin;Sin_Taiwan;1;326697;13076;4278;164;99;31;7795;323;5;318;233;85;264;64;2011;367;58;62;935;200;773;205;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb421;Mb421#1;lut;Lut;3;294307;113057;11483;171;66;21;8613;325;14;311;215;56;279;56;1296;207;42;48;559;159;432;159;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb422;Mb422#1;lut;Lut;3;294286;113059;11483;171;66;21;8624;325;14;311;215;56;279;56;1296;207;42;48;559;159;432;159;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb424;Mb424#8;lut;Lut;3;294283;113066;11483;171;66;21;8624;325;14;311;215;56;279;56;1296;207;42;48;559;159;432;159;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb425;Mb425#1;lut;Lut;3;29428;113067;11483;171;66;21;8652;325;13;312;215;55;28;55;1296;207;42;48;559;159;432;159;4;39;40;21;14;136;86;72;63;16;91;169;5;0;2;1;7;41;38;21;14;139;38;75;61;14;96;152;25;0;3;1
Mb426;Mb426#1;rob;Sacc_rob;3;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb427;Mb427#1;rob;Sacc_rob;3;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb428;Mb428#1;rob;Sacc_rob;3;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb429;Mb429#1;rob;Sacc_rob;3;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb430;Mb430#1;rob;Sacc_rob;3;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb431;Mb431#1;sacc;Sacc_rob;3;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb432;Mb432#1;rob;Sin_N_Japan;1;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb433;Mb433#1;rob;Sacc_rob;3;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb434;Mb434#1;rob;Sin_N_Japan;1;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb435;Mb435#1;rob;Sin_N_Japan;1;374114;118657;11586;127;115;29;10328;313;-83;396;253;-14;253;-14;591;189;6;108;388;22;388;22;7;34;41;25;136;125;46;79;50;17;100;15;9;18;28;21;8;43;34;23;139;131;32;8;60;18;100;133;9;1;28;113
Mb44;Mb44;sin;Sin_S_Japan;2;326697;13076;4278;164;99;31;7795;323;5;318;233;85;264;64;2011;367;58;62;935;200;773;205;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb450;Mb450;sin;Flor_Taiwan;4;234905;120891;11864;98;8;50;2884;165;7;158;124;72;128;58;3638;629;53;68;1721;198;1718;281;4;41;37;22;14;143;74;65;47;13;91;11;0;0;1;1;3;37;34;29;135;151;36;67;50;14;93;131;0;0;1;1
Mb454;Mb454;sin;Flor_Taiwan;4;240097;121115;11851;18;73;44;3240;255;92;163;211;148;217;136;2243;378;37;63;1036;146;993;212;10;42;38;20;141;13;145;51;32;12;38;43;0;0;2;1;19;45;35;20;142;136;5;52;35;9;33;26;0;0;2;1
Mb458;Mb458;sin;Sacc_rob;3;241019;121193;11851;112;75;46;3238;183;21;162;142;82;148;67;3513;495;72;53;1443;274;1204;390;10;42;38;20;141;13;145;51;32;12;38;43;0;0;2;1;19;45;35;20;142;136;5;52;35;9;33;26;0;0;2;1
Mb46;Mb46;sin;Sin_S_Japan;2;32872;131059;4422;10;67;23;7739;24;-46;286;194;22;197;-2;3184;598;96;62;1514;315;1286;330;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb460;Mb460;trans;Flor_Taiwan;4;241432;121282;11879;66;72;45;3151;131;-26;157;94;39;10;22;3812;579;72;55;1608;272;1285;695;4;41;37;22;14;143;74;65;47;13;91;11;0;0;1;1;3;37;34;29;135;151;36;67;50;14;93;131;0;0;1;1
Mb466;Mb466#8;sin;Sacc_rob;3;33115;139752;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb47;Mb47;sin;Sin_S_Japan;2;326697;13076;4278;164;99;31;7795;323;5;318;233;85;264;64;2011;367;58;62;935;200;773;205;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb48;Mb48;sin;Sin_S_Japan;2;3785;127317;4277;95;111;27;10380;281;-121;402;217;-45;223;-45;1465;430;21;99;903;73;892;73;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb482;Mb482#11;sin;Lut;3;331338;139773;4299;149;53;24;5741;258;41;217;177;77;224;76;3056;405;147;32;999;468;796;568;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb485;Mb485#1;sacc;Sacc_rob;3;34113;134542;4394;161;78;26;7595;313;19;294;26;66;26;66;1538;253;45;49;592;150;592;150;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb486;Mb486;sacc;Sacc_rob;3;34113;134542;4394;161;78;26;7595;313;19;294;26;66;26;66;1538;253;45;49;592;150;592;150;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb487;Mb487;sacc;Sacc_rob;3;34113;134542;4394;161;78;26;7595;313;19;294;26;66;26;66;1538;253;45;49;592;150;592;150;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb488;Mb488#15;sacc;Sacc_rob;3;34113;134542;4394;161;78;26;7595;313;19;294;26;66;26;66;1538;253;45;49;592;150;592;150;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb489;Mb489#1;sacc;Sacc_rob;3;340835;134348;4394;159;8;27;7534;31;16;294;257;64;257;64;1549;239;46;47;590;152;590;152;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb49;Mb49;sin;Sin_S_Japan;2;3785;127317;4277;95;111;27;10380;281;-121;402;217;-45;223;-45;1465;430;21;99;903;73;892;73;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb490;Mb490#10;sacc;Sacc_rob;3;340835;134348;4394;159;8;27;7534;31;16;294;257;64;257;64;1549;239;46;47;590;152;590;152;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb491;Mb491#1;sacc;Sacc_rob;3;340835;134348;4394;159;8;27;7534;31;16;294;257;64;257;64;1549;239;46;47;590;152;590;152;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb492;Mb492;sacc;Sacc_rob;3;340835;134348;4394;159;8;27;7534;31;16;294;257;64;257;64;1549;239;46;47;590;152;590;152;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb493;Mb493#1;sin;Sin_S_Japan;2;339537;133647;4299;149;84;27;7698;303;0;303;243;51;249;51;1733;257;44;49;668;163;644;163;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb494;Mb494#1;sin;Sacc_rob;3;339408;133635;4299;138;82;27;7694;29;-1;30;233;4;238;4;1828;277;45;50;716;172;682;172;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb495;Mb495#1;sin;Sin_S_Japan;2;338185;133665;4355;14;8;27;7566;289;-7;296;233;44;238;44;1983;295;47;50;775;185;743;185;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb497;Mb497#1;sin;Sin_N_Japan;1;33586;133625;4279;167;86;28;7258;313;16;297;255;74;261;74;2440;339;57;50;953;211;937;211;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb498;Mb498#1;sin;Sacc_rob;3;33586;133625;4279;167;86;28;7258;313;16;297;255;74;261;74;2440;339;57;50;953;211;937;211;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb499;Mb499;sacc;Sacc_rob;3;318876;131399;4355;174;93;31;6997;316;21;295;26;84;265;84;2547;426;61;53;1043;225;940;225;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb5;Mb5;sin;Sin_S_Japan;2;322805;131132;4355;149;98;31;7493;299;-1;309;241;72;245;52;2750;467;67;61;1319;233;1208;248;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb50;Mb50;sin;Sin_S_Japan;2;379667;128467;3964;69;102;27;9572;239;-128;367;182;-59;187;-59;1499;334;37;78;834;120;789;120;175;425;35;225;1395;1335;12;71;485;155;965;147;195;0;3;1;12;40;35;25;138;139;4;7;51;15;93;144;1;0;2;1
Mb500;Mb500#1;sacc;Sacc_rob;3;318876;131399;4355;174;93;31;6997;316;21;295;26;84;265;84;2547;426;61;53;1043;225;940;225;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb501;Mb501#6;sacc;Sin_S_Japan;2;318876;131399;4355;174;93;31;6997;316;21;295;26;84;265;84;2547;426;61;53;1043;225;940;225;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb502;Mb502#1;sacc;Sacc_rob;3;317506;131077;4422;164;101;32;7264;312;3;309;253;7;258;7;2600;471;68;60;1206;239;1006;239;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb503;Mb503;sacc;Hyb;5;317506;131077;4422;164;101;32;7264;312;3;309;253;7;258;7;2600;471;68;60;1206;239;1006;239;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb504;Mb504;sacc;Sacc_rob;3;317506;131077;4422;164;101;32;7264;312;3;309;253;7;258;7;2600;471;68;60;1206;239;1006;239;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
