UID,Genotype,Location,biol_rep,DW
74864,Mb1288#11,ABR 33 AM rep 1-R29 C8,1,0.61
74865,Mb1295#12,ABR 33 AM rep 1-R40 C14,1,0.432
74866,Mb1302#11,ABR 33 AM rep 1-R31 C12,1,2.609
74867,Mb1308#920,ABR 33 AM rep 1-R23 C11,1,0.02
74871,Mb1314#15,ABR 33 AM rep 1-R11 C1,1,0.68
74872,Mb1317#13,ABR 33 AM rep 1-R19 C1,1,0.722
74873,Mb1319#900,ABR 33 AM rep 1-R33 C10,1,1.479
74875,Mb1324#11,ABR 33 AM rep 1-R32 C12,1,1.621
74876,Mb1331#14,ABR 33 AM rep 1-R33 C6,1,0.784
74877,Mb1334#920,ABR 33 AM rep 1-R8 C15,1,1.738
74878,Mb1337#900,ABR 33 AM rep 1-R22 C12,1,2.198
74879,Mb1347#14,ABR 33 AM rep 1-R24 C7,1,1.305
74880,Mb1349#15,ABR 33 AM rep 1-R26 C9,1,0.56
74882,Mb1363#15,ABR 33 AM rep 1-R4 C11,1,2.152
74883,Mb1368#12,ABR 33 AM rep 1-R38 C12,1,1.105
74886,Mb1378#13,ABR 33 AM rep 1-R11 C13,1,1.698
74887,Mb1380#12,ABR 33 AM rep 1-R10 C12,1,2.614
74888,Mb1383#900,ABR 33 AM rep 1-R39 C11,1,1.79
74889,Mb1385#12,ABR 33 AM rep 1-R9 C13,1,2.112
74890,Mb1386#15,ABR 33 AM rep 1-R24 C10,1,2.714
74891,Mb1388#15,ABR 33 AM rep 1-R14 C9,1,0.65
74892,Mb1399#15,ABR 33 AM rep 1-R40 C4,1,1.171
74893,Mb1403#12,ABR 33 AM rep 1-R33 C16,1,3.693
74894,Mb1405#16,ABR 33 AM rep 1-R22 C14,1,2.93
74895,Mb1409#12,ABR 33 AM rep 1-R21 C10,1,1.454
74897,Mb1412#14,ABR 33 AM rep 1-R34 C5,1,3.892
74898,Mb1413#13,ABR 33 AM rep 1-R5 C5,1,3.659
74900,Mb1417#12,ABR 33 AM rep 1-R37 C5,1,0.225
74901,Mb1418,ABR 33 AM rep 1-R23 C15,1,1.786
74902,Mb1419,ABR 33 AM rep 1-R27 C2,1,1.777
74903,Mb1420,ABR 33 AM rep 1-R13 C2,1,1.095
74904,Mb1421,ABR 33 AM rep 1-R22 C17,1,0.765
74905,Mb1422,ABR 33 AM rep 1-R9 C15,1,1.178
74906,Mb1423,ABR 33 AM rep 1-R7 C2,1,1.792
74907,Mb1424,ABR 33 AM rep 1-R1 C6,1,2.835
74908,Mb1425,ABR 33 AM rep 1-R7 C4,1,2.641
74909,Mb1426,ABR 33 AM rep 1-R32 C3,1,2.216
74911,Mb1428,ABR 33 AM rep 1-R24 C11,1,2.195
74912,Mb1429,ABR 33 AM rep 1-R29 C10,1,1.304
74913,Mb1430,ABR 33 AM rep 1-R27 C11,1,1.944
74914,Mb1431,ABR 33 AM rep 1-R37 C16,1,2.17
74915,Mb1432,ABR 33 AM rep 1-R20 C15,1,2.976
74917,Mb1434#920,ABR 33 AM rep 1-R11 C15,1,1.942
74918,Mb1435#920,ABR 33 AM rep 1-R16 C15,1,2.077
74919,Mb1436#920,ABR 33 AM rep 1-R36 C2,1,1.566
74920,Mb1438#920,ABR 33 AM rep 1-R40 C10,1,0.848
74921,Mb1441#920,ABR 33 AM rep 1-R25 C11,1,1.73
74922,Mb1442#920,ABR 33 AM rep 1-R30 C3,1,0.243
74923,Mb1443#920,ABR 33 AM rep 1-R32 C8,1,1.979
74924,Mb1444#920,ABR 33 AM rep 1-R22 C10,1,0.682
74925,Mb1446#920,ABR 33 AM rep 1-R21 C16,1,0.977
74926,Mb1447#920,ABR 33 AM rep 1-R40 C12,1,0.579
74927,Mb1448#920,ABR 33 AM rep 1-R4 C10,1,1.771
74929,Mb145,ABR 33 AM rep 1-R24 C2,1,3.172
74933,Mb1455#920,ABR 33 AM rep 1-R19 C16,1,0.688
74934,Mb1456,ABR 33 AM rep 1-R4 C16,1,2.905
74935,Mb1470,ABR 33 AM rep 1-R3 C6,1,2.086
74936,Mb1484#50,ABR 33 AM rep 1-R26 C12,1,3.621
74937,Mb1488#14,ABR 33 AM rep 1-R19 C7,1,1.776
74938,Mb1489#39,ABR 33 AM rep 1-R17 C10,1,2.835
74939,Mb1490#22,ABR 33 AM rep 1-R9 C6,1,0.307
74940,Mb150,ABR 33 AM rep 1-R21 C12,1,2.049
74941,Mb184,ABR 33 AM rep 1-R6 C14,1,4.89
74943,Mb242,ABR 33 AM rep 1-R35 C14,1,1.134
74944,Mb244,ABR 33 AM rep 1-R31 C15,1,5.557
74945,Mb245,ABR 33 AM rep 1-R38 C7,1,3.479
74946,Mb264,ABR 33 AM rep 1-R20 C12,1,1.568
74948,Mb273,ABR 33 AM rep 1-R16 C12,1,1.295
74949,Mb280,ABR 33 AM rep 1-R17 C12,1,0.886
74950,Mb284,ABR 33 AM rep 1-R38 C6,1,0.417
74951,Mb289,ABR 33 AM rep 1-R29 C12,1,0.517
74952,Mb290,ABR 33 AM rep 1-R6 C5,1,1.912
74954,Mb325,ABR 33 AM rep 1-R29 C7,1,2.89
74955,Mb326,ABR 33 AM rep 1-R22 C5,1,1.513
74956,Mb337,ABR 33 AM rep 1-R39 C13,1,1.073
74957,Mb339,ABR 33 AM rep 1-R4 C1,1,1.714
74958,Mb341,ABR 33 AM rep 1-R23 C16,1,0.226
74959,Mb358#2,ABR 33 AM rep 1-R5 C14,1,0.575
74960,Mb429#1,ABR 33 AM rep 1-R35 C3,1,1.016
74961,Mb466#8,ABR 33 AM rep 1-R1 C15,1,0.2
74962,Mb482#11,ABR 33 AM rep 1-R6 C11,1,0.644
74964,Mb517#9,ABR 33 AM rep 1-R3 C1,1,2.165
74965,Mb526#13,ABR 33 AM rep 1-R37 C2,1,0.91
74966,Mb527#1,ABR 33 AM rep 1-R39 C6,1,1.281
74971,Mb549#8,ABR 33 AM rep 1-R7 C13,1,1.763
74973,Mb557#12,ABR 33 AM rep 1-R2 C4,1,1.647
74974,Mb577#19,ABR 33 AM rep 1-R40 C7,1,2.411
74975,Mb578#12,ABR 33 AM rep 1-R40 C9,1,1.499
74978,Mb593#3,ABR 33 AM rep 1-R13 C5,1,1.493
74979,Mb594#11,ABR 33 AM rep 1-R38 C16,1,1.498
74980,Mb599#5,ABR 33 AM rep 1-R33 C11,1,2.488
74985,Mb617#22,ABR 33 AM rep 1-R7 C12,1,1.473
74987,Mb627#232,ABR 33 AM rep 1-R8 C8,1,0.917
74989,Mb630#10,ABR 33 AM rep 1-R11 C10,1,0.4
74991,Mb634#23,ABR 33 AM rep 1-R39 C5,1,0.211
74994,Mb775#49,ABR 33 AM rep 1-R40 C17,1,0.096
74995,Mb776#49,ABR 33 AM rep 1-R27 C10,1,0.095
74996,Mb789#43,ABR 33 AM rep 1-R5 C8,1,0.477
74997,Mb797#45,ABR 33 AM rep 1-R28 C9,1,0.208
74998,Mb803#50,ABR 33 AM rep 1-R1 C7,1,0.261
74999,Mb808#49,ABR 33 AM rep 1-R1 C16,1,0.607
75000,Mb812#42,ABR 33 AM rep 1-R1 C2,1,1.163
75001,Mb815#47,ABR 33 AM rep 1-R22 C13,1,0.488
75002,Mb816,ABR 33 AM rep 1-R30 C7,1,0.172
75003,Mb817#15,ABR 33 AM rep 1-R36 C9,1,0.309
75004,Mb819#19,ABR 33 AM rep 1-R14 C11,1,0.234
75005,Mb868,ABR 33 AM rep 1-R4 C5,1,0.524
75006,Mb877#49,ABR 33 AM rep 1-R7 C8,1,1.799
75007,Mb888#47,ABR 33 AM rep 1-R27 C9,1,0.181
75009,Mb901,ABR 33 AM rep 1-R40 C13,1,1.819
75010,Mb909#41,ABR 33 AM rep 1-R4 C8,1,2.622
75011,Mb923,ABR 33 AM rep 1-R34 C16,1,1.186
75012,Mb928#18,ABR 33 AM rep 1-R39 C14,1,1.337
75013,Mb930,ABR 33 AM rep 1-R10 C10,1,1.609
75014,Mb938,ABR 33 AM rep 1-R20 C6,1,0
75015,Mb939#42,ABR 33 AM rep 1-R15 C14,1,0.177
75016,Mb943#46,ABR 33 AM rep 1-R12 C8,1,2.214
75017,Mb945,ABR 33 AM rep 1-R25 C2,1,2.672
75018,Mb950#47,ABR 33 AM rep 1-R18 C13,1,1.147
75019,Mb974#19,ABR 33 AM rep 1-R23 C2,1,1.212
75020,Mb99,ABR 33 AM rep 1-R30 C14,1,2.032
75021,Mx1776#15,ABR 33 AM rep 1-R8 C5,1,0.931
75022,Mx1779#13,ABR 33 AM rep 1-R34 C6,1,2.501
75023,Mx1793#13,ABR 33 AM rep 1-R9 C5,1,5.112
75024,Mx1796#21,ABR 33 AM rep 1-R25 C12,1,0.036
75025,Mx1811#12,ABR 33 AM rep 1-R23 C7,1,0.101
75026,Mx1831#14,ABR 33 AM rep 1-R2 C13,1,1.316
75027,Mx1920#14,ABR 33 AM rep 1-R29 C9,1,0.91
75028,Mx2142#2,ABR 33 AM rep 1-R17 C11,1,2.442
75029,Mx2340#2,ABR 33 AM rep 1-R19 C3,1,1.783
75030,Mx2344#3,ABR 33 AM rep 1-R13 C9,1,1.082
75031,Mx2349#4,ABR 33 AM rep 1-R17 C1,1,1.019
75032,Mx2350#3,ABR 33 AM rep 1-R11 C6,1,1.858
75033,Mx2351#3,ABR 33 AM rep 1-R9 C1,1,2.673
75034,Mx2356#8,ABR 33 AM rep 1-R13 C11,1,1.599
75036,Mx2362#3,ABR 33 AM rep 1-R15 C10,1,1.356
75037,Mx2377#3,ABR 33 AM rep 1-R20 C9,1,3.326
75038,Mx2378#2,ABR 33 AM rep 1-R22 C3,1,0.908
75039,Mx2390#2,ABR 33 AM rep 1-R14 C7,1,1.827
75040,Mx2394#1,ABR 33 AM rep 1-R37 C1,1,0.354
75041,Mx2428#2,ABR 33 AM rep 1-R13 C10,1,2.125
75042,Mx2432#3,ABR 33 AM rep 1-R9 C10,1,0.361
75044,Mx2444#1,ABR 33 AM rep 1-R11 C11,1,0.668
75046,Mx2469#5,ABR 33 AM rep 1-R15 C7,1,3.541
75048,Mx2752#3,ABR 33 AM rep 1-R26 C11,1,3.907
75051,Mx2765#5,ABR 33 AM rep 1-R14 C8,1,1.976
75052,Mx2773#1,ABR 33 AM rep 1-R40 C8,1,0
75053,Mx2778#2,ABR 33 AM rep 1-R30 C9,1,0.551
75054,Mx2781#5,ABR 33 AM rep 1-R25 C10,1,3.682
75055,Mx2782#5,ABR 33 AM rep 1-R34 C8,1,1.356
75056,Mx2785#3,ABR 33 AM rep 1-R19 C8,1,1.936
75057,Mx2824#1,ABR 33 AM rep 1-R20 C8,1,2.792
75058,Mx2869#1,ABR 33 AM rep 1-R37 C11,1,0.504
75059,Mx2872#2,ABR 33 AM rep 1-R39 C8,1,0.519
75060,Mx2881#1,ABR 33 AM rep 1-R26 C14,1,5.615
75061,Mx2919#2,ABR 33 AM rep 1-R7 C9,1,1.994
75063,Mx2921#2,ABR 33 AM rep 1-R21 C9,1,1.398
75064,Mx2922#2,ABR 33 AM rep 1-R2 C8,1,2.085
75066,Mx2924#1,ABR 33 AM rep 1-R22 C6,1,1.732
75067,Mx2926#1,ABR 33 AM rep 1-R40 C11,1,0.872
75068,Mx2927#3,ABR 33 AM rep 1-R1 C10,1,2.722
75069,Mx2933#2,ABR 33 AM rep 1-R32 C6,1,0
75070,Mb1154#18,ABR 33 AM Rep 1-R38 C2,1,0
75071,Mb1200#17,ABR 33 AM Rep 1-R34 C14,1,0.933
75072,Mb1453#920,ABR 33 AM Rep 1-R24 C15,1,0.893
75073,Mb589#1,ABR 33 AM Rep 1-R21 C5,1,1.779
75075,Mb810#11,ABR 33 AM Rep 1-R5 C2,1,1.716
75076,Mx2391#1,ABR 33 AM Rep 1-R31 C1,1,0.117
75251,Mb1037#52,ABR 33 AM rep 2-R33 C6,2,1.814
75252,Mb1044#50,ABR 33 AM rep 2-R31 C9,2,0.635
75253,Mb1051#3,ABR 33 AM rep 2-R23 C15,2,0.445
75254,Mb1053#19,ABR 33 AM rep 2-R30 C4,2,1.196
75256,Mb1062#15,ABR 33 AM rep 2-R30 C12,2,1.196
75257,Mb1063#19,ABR 33 AM rep 2-R35 C7,2,0.656
75258,Mb1069#920,ABR 33 AM rep 2-R1 C1,2,1.745
75260,Mb1145#14,ABR 33 AM rep 2-R26 C6,2,3.95
75261,Mb1150#15,ABR 33 AM rep 2-R38 C7,2,3.512
75262,Mb1151#11,ABR 33 AM rep 2-R2 C2,2,3.545
75263,Mb1153#20,ABR 33 AM rep 2-R31 C6,2,4.374
75265,Mb1159#112,ABR 33 AM rep 2-R31 C13,2,1.093
75266,Mb1164#18,ABR 33 AM rep 2-R6 C5,2,2.673
75267,Mb118,ABR 33 AM rep 2-R27 C17,2,0.972
75268,Mb1183#19,ABR 33 AM rep 2-R38 C14,2,2.95
75269,Mb1185#11,ABR 33 AM rep 2-R24 C8,2,3.585
75271,Mb1190#15,ABR 33 AM rep 2-R23 C3,2,0.833
75272,Mb1194#14,ABR 33 AM rep 2-R1 C7,2,2.119
75273,Mb120,ABR 33 AM rep 2-R22 C12,2,0.888
75274,Mb1201#13,ABR 33 AM rep 2-R34 C1,2,3.158
75275,Mb1205#12,ABR 33 AM rep 2-R37 C10,2,2.033
75276,Mb1206#14,ABR 33 AM rep 2-R29 C7,2,2.081
75278,Mb1213#16,ABR 33 AM rep 2-R28 C9,2,0.895
75279,Mb1215#13,ABR 33 AM rep 2-R24 C17,2,1.088
75280,Mb1217#11,ABR 33 AM rep 2-R34 C6,2,2.084
75281,Mb1220#14,ABR 33 AM rep 2-R16 C5,2,2.164
75282,Mb1222#16,ABR 33 AM rep 2-R18 C8,2,1.897
75283,Mb1224#19,ABR 33 AM rep 2-R3 C12,2,2.216
75284,Mb1227#20,ABR 33 AM rep 2-R11 C17,2,4.608
75285,Mb1228#20,ABR 33 AM rep 2-R39 C6,2,2.92
75286,Mb1231#18,ABR 33 AM rep 2-R40 C5,2,3.128
75287,Mb1235#920,ABR 33 AM rep 2-R7 C9,2,0.907
75288,Mb1237#920,ABR 33 AM rep 2-R2 C9,2,2.296
75289,Mb1240#920,ABR 33 AM rep 2-R4 C1,2,1.085
75290,Mb1261#15,ABR 33 AM rep 2-R11 C12,2,1.9
75291,Mb1272#900,ABR 33 AM rep 2-R30 C13,2,2.403
75292,Mb1274#13,ABR 33 AM rep 2-R37 C15,2,1.563
75293,Mb1275#14,ABR 33 AM rep 2-R33 C9,2,2.547
75294,Mb1276#16,ABR 33 AM rep 2-R12 C5,2,1.252
75295,Mb1277#14,ABR 33 AM rep 2-R25 C15,2,1.688
75296,Mb1280#11,ABR 33 AM rep 2-R34 C2,2,0.227
75297,Mb1282#13,ABR 33 AM rep 2-R8 C10,2,4.985
75298,Mb1288#11,ABR 33 AM rep 2-R25 C2,2,0.623
75300,Mb1299#12,ABR 33 AM rep 2-R14 C6,2,1.462
75301,Mb1302#11,ABR 33 AM rep 2-R5 C11,2,2.276
75302,Mb1306#11,ABR 33 AM rep 2-R35 C2,2,0.434
75303,Mb1308#920,ABR 33 AM rep 2-R18 C14,2,0.067
75305,Mb1312#13,ABR 33 AM rep 2-R10 C5,2,0.765
75307,Mb1314#15,ABR 33 AM rep 2-R22 C9,2,0.365
75308,Mb1316#15,ABR 33 AM rep 2-R13 C5,2,1.357
75309,Mb1317#13,ABR 33 AM rep 2-R40 C9,2,0.543
75310,Mb1319#900,ABR 33 AM rep 2-R23 C14,2,2.984
75312,Mb1334#920,ABR 33 AM rep 2-R17 C16,2,1.775
75313,Mb1337#900,ABR 33 AM rep 2-R16 C10,2,3.842
75314,Mb1347#14,ABR 33 AM rep 2-R5 C5,2,1.231
75315,Mb1349#15,ABR 33 AM rep 2-R31 C15,2,0.801
75316,Mb1351#13,ABR 33 AM rep 2-R3 C5,2,0.471
75317,Mb1354#900,ABR 33 AM rep 2-R34 C12,2,3.333
75318,Mb1359#900,ABR 33 AM rep 2-R39 C12,2,2.141
75319,Mb1363#15,ABR 33 AM rep 2-R35 C15,2,1.851
75321,Mb1368#12,ABR 33 AM rep 2-R4 C11,2,1.261
75322,Mb1369#900,ABR 33 AM rep 2-R15 C4,2,0.462
75324,Mb1378#13,ABR 33 AM rep 2-R35 C6,2,2.699
75325,Mb1380#12,ABR 33 AM rep 2-R40 C7,2,1.781
75327,Mb1386#15,ABR 33 AM rep 2-R26 C15,2,3.122
75328,Mb1388#15,ABR 33 AM rep 2-R34 C15,2,0.959
75329,Mb1403#12,ABR 33 AM rep 2-R35 C14,2,2.926
75330,Mb1405#16,ABR 33 AM rep 2-R10 C13,2,2.379
75331,Mb1409#12,ABR 33 AM rep 2-R29 C15,2,2.29
75333,Mb1412#14,ABR 33 AM rep 2-R13 C6,2,2.091
75334,Mb1413#13,ABR 33 AM rep 2-R20 C3,2,1.185
75335,Mb1414#11,ABR 33 AM rep 2-R3 C8,2,3.357
75336,Mb1418,ABR 33 AM rep 2-R28 C12,2,2.18
75337,Mb1419,ABR 33 AM rep 2-R8 C8,2,2.343
75338,Mb1420,ABR 33 AM rep 2-R7 C8,2,1.152
75339,Mb1421,ABR 33 AM rep 2-R18 C15,2,2.403
75340,Mb1422,ABR 33 AM rep 2-R14 C15,2,1.419
75341,Mb1423,ABR 33 AM rep 2-R16 C8,2,1.805
75343,Mb1425,ABR 33 AM rep 2-R22 C11,2,2.908
75344,Mb1426,ABR 33 AM rep 2-R12 C11,2,1.956
75345,Mb1427,ABR 33 AM rep 2-R6 C2,2,4.088
75346,Mb1428,ABR 33 AM rep 2-R31 C16,2,3.195
75347,Mb1429,ABR 33 AM rep 2-R19 C14,2,1.805
75348,Mb1430,ABR 33 AM rep 2-R22 C16,2,1.652
75349,Mb1431,ABR 33 AM rep 2-R19 C13,2,1.429
75350,Mb1432,ABR 33 AM rep 2-R21 C12,2,2.496
75351,Mb1433#920,ABR 33 AM rep 2-R31 C17,2,0.665
75352,Mb1434#920,ABR 33 AM rep 2-R14 C17,2,0.502
75353,Mb1435#920,ABR 33 AM rep 2-R4 C15,2,2.231
75354,Mb1436#920,ABR 33 AM rep 2-R3 C9,2,1.705
75355,Mb1438#920,ABR 33 AM rep 2-R11 C1,2,1.011
75356,Mb1441#920,ABR 33 AM rep 2-R29 C17,2,1.698
75357,Mb1442#920,ABR 33 AM rep 2-R11 C11,2,0.554
75358,Mb1443#920,ABR 33 AM rep 2-R12 C2,2,1.718
75359,Mb1444#920,ABR 33 AM rep 2-R21 C14,2,2.636
75360,Mb1446#920,ABR 33 AM rep 2-R15 C12,2,1.404
75361,Mb1447#920,ABR 33 AM rep 2-R10 C11,2,1.366
75362,Mb1448#920,ABR 33 AM rep 2-R7 C16,2,1.836
75364,Mb145,ABR 33 AM rep 2-R9 C9,2,3.331
75366,Mb1453#920,ABR 33 AM rep 2-R21 C13,2,0.801
75367,Mb1454,ABR 33 AM rep 2-R3 C16,2,1.24
75368,Mb1455#920,ABR 33 AM rep 2-R11 C16,2,1.266
75369,Mb1456,ABR 33 AM rep 2-R3 C15,2,1.651
75370,Mb1468,ABR 33 AM rep 2-R9 C14,2,1.969
75371,Mb1471,ABR 33 AM rep 2-R13 C12,2,2.116
75372,Mb1483#6,ABR 33 AM rep 2-R7 C5,2,1.55
75373,Mb1484#50,ABR 33 AM rep 2-R13 C13,2,2.99
75374,Mb1487#31,ABR 33 AM rep 2-R11 C14,2,3.59
75375,Mb1492#1,ABR 33 AM rep 2-R32 C13,2,0.713
75376,Mb150,ABR 33 AM rep 2-R1 C13,2,2.441
75377,Mb184,ABR 33 AM rep 2-R16 C12,2,4.83
75378,Mb238,ABR 33 AM rep 2-R40 C12,2,0.287
75379,Mb242,ABR 33 AM rep 2-R28 C10,2,1.591
75380,Mb244,ABR 33 AM rep 2-R15 C13,2,4.688
75381,Mb245,ABR 33 AM rep 2-R4 C6,2,3.913
75382,Mb264,ABR 33 AM rep 2-R12 C12,2,1.298
75383,Mb267,ABR 33 AM rep 2-R8 C13,2,2.353
75384,Mb273,ABR 33 AM rep 2-R17 C10,2,0.335
75385,Mb280,ABR 33 AM rep 2-R11 C13,2,0.155
75386,Mb284,ABR 33 AM rep 2-R35 C4,2,0.79
75387,Mb289,ABR 33 AM rep 2-R39 C11,2,0.716
75388,Mb290,ABR 33 AM rep 2-R12 C6,2,2.322
75390,Mb325,ABR 33 AM rep 2-R6 C6,2,1.618
75391,Mb326,ABR 33 AM rep 2-R17 C7,2,1.312
75392,Mb337,ABR 33 AM rep 2-R20 C10,2,0.635
75393,Mb339,ABR 33 AM rep 2-R11 C6,2,1.46
75394,Mb341,ABR 33 AM rep 2-R18 C13,2,1.036
75395,Mb358#2,ABR 33 AM rep 2-R24 C13,2,0.461
75396,Mb429#1,ABR 33 AM rep 2-R18 C11,2,1.798
75397,Mb466#8,ABR 33 AM rep 2-R7 C15,2,0
75399,Mb501#6,ABR 33 AM rep 2-R5 C14,2,1.294
75400,Mb517#9,ABR 33 AM rep 2-R27 C13,2,1.955
75402,Mb527#1,ABR 33 AM rep 2-R15 C7,2,0.99
75405,Mb541#7,ABR 33 AM rep 2-R31 C11,2,1.729
75408,Mb554#1,ABR 33 AM rep 2-R35 C8,2,1.889
75409,Mb557#12,ABR 33 AM rep 2-R30 C11,2,1.43
75410,Mb577#19,ABR 33 AM rep 2-R4 C5,2,1.95
75412,Mb585#1,ABR 33 AM rep 2-R33 C11,2,1.69
75413,Mb587#5,ABR 33 AM rep 2-R33 C14,2,0.721
75414,Mb589#1,ABR 33 AM rep 2-R6 C7,2,2.166
75415,Mb593#3,ABR 33 AM rep 2-R22 C7,2,1.096
75417,Mb599#5,ABR 33 AM rep 2-R26 C14,2,2.892
75418,Mb604#13,ABR 33 AM rep 2-R2 C16,2,0.744
75422,Mb617#22,ABR 33 AM rep 2-R32 C7,2,2.138
75425,Mb627#232,ABR 33 AM rep 2-R40 C16,2,0.307
75426,Mb629#8,ABR 33 AM rep 2-R14 C13,2,0.812
75427,Mb630#10,ABR 33 AM rep 2-R38 C12,2,0.581
75429,Mb634#23,ABR 33 AM rep 2-R18 C7,2,1.846
75431,Mb770#18,ABR 33 AM rep 2-R16 C6,2,0.537
75432,Mb775#49,ABR 33 AM rep 2-R22 C17,2,0.132
75433,Mb776#49,ABR 33 AM rep 2-R35 C16,2,0.349
75434,Mb789#43,ABR 33 AM rep 2-R21 C16,2,0.478
75435,Mb797#45,ABR 33 AM rep 2-R39 C16,2,0.435
75437,Mb808#49,ABR 33 AM rep 2-R3 C14,2,0.695
75438,Mb810#11,ABR 33 AM rep 2-R10 C9,2,0.519
75439,Mb812#42,ABR 33 AM rep 2-R33 C16,2,0.924
75440,Mb814#41,ABR 33 AM rep 2-R16 C16,2,0.046
75441,Mb814#41,ABR 33 AM rep 2-R19 C16,2,0.832
75442,Mb815#47,ABR 33 AM rep 2-R13 C16,2,0.103
75443,Mb816,ABR 33 AM rep 2-R5 C6,2,0.675
75444,Mb868,ABR 33 AM rep 2-R7 C3,2,0.324
75445,Mb877#49,ABR 33 AM rep 2-R5 C16,2,1.352
75446,Mb888#47,ABR 33 AM rep 2-R30 C16,2,0.673
75447,Mb892#44,ABR 33 AM rep 2-R1 C16,2,0.949
75448,Mb893#11,ABR 33 AM rep 2-R20 C6,2,3.238
75449,Mb901,ABR 33 AM rep 2-R5 C10,2,1.871
75450,Mb903#11,ABR 33 AM rep 2-R16 C14,2,2.489
75451,Mb904#20,ABR 33 AM rep 2-R39 C10,2,1.258
75452,Mb909#41,ABR 33 AM rep 2-R29 C16,2,0.664
75453,Mb913#17,ABR 33 AM rep 2-R21 C1,2,2.815
75454,Mb923,ABR 33 AM rep 2-R32 C14,2,2.287
75455,Mb928#18,ABR 33 AM rep 2-R9 C10,2,0.956
75457,Mb933#11,ABR 33 AM rep 2-R21 C7,2,4.273
75458,Mb935#13,ABR 33 AM rep 2-R12 C10,2,0.105
75459,Mb938,ABR 33 AM rep 2-R32 C3,2,1.119
75460,Mb939#42,ABR 33 AM rep 2-R6 C13,2,0.606
75461,Mb943#46,ABR 33 AM rep 2-R6 C16,2,1.071
75462,Mb945,ABR 33 AM rep 2-R13 C9,2,2.283
75463,Mb950#47,ABR 33 AM rep 2-R14 C14,2,0.894
75464,Mb962#17,ABR 33 AM rep 2-R17 C9,2,1.206
75466,Mx1779#13,ABR 33 AM rep 2-R7 C7,2,1.905
75467,Mx1781#11,ABR 33 AM rep 2-R23 C7,2,4.301
75468,Mx1793#13,ABR 33 AM rep 2-R5 C8,2,2.941
75469,Mx1796#21,ABR 33 AM rep 2-R1 C14,2,0.487
75471,Mx1831#14,ABR 33 AM rep 2-R29 C8,2,1.814
75472,Mx1903#12,ABR 33 AM rep 2-R15 C6,2,1.606
75474,Mx1907#12,ABR 33 AM rep 2-R32 C8,2,2.083
75475,Mx1929#13,ABR 33 AM rep 2-R21 C6,2,2.197
75476,Mx1933#11,ABR 33 AM rep 2-R2 C11,2,1.076
75477,Mx2141#2,ABR 33 AM rep 2-R9 C11,2,1.434
75478,Mx2142#2,ABR 33 AM rep 2-R18 C17,2,2.386
75479,Mx2340#2,ABR 33 AM rep 2-R20 C11,2,2.255
75480,Mx2342#2,ABR 33 AM rep 2-R27 C11,2,1.978
75481,Mx2344#3,ABR 33 AM rep 2-R31 C12,2,1.345
75482,Mx2349#4,ABR 33 AM rep 2-R17 C8,2,1.022
75483,Mx2351#3,ABR 33 AM rep 2-R27 C8,2,2.775
75485,Mx2362#3,ABR 33 AM rep 2-R14 C16,2,1.14
75486,Mx2377#3,ABR 33 AM rep 2-R3 C17,2,3.584
75487,Mx2378#2,ABR 33 AM rep 2-R24 C11,2,1.363
75488,Mx2390#2,ABR 33 AM rep 2-R5 C4,2,3.307
75489,Mx2391#1,ABR 33 AM rep 2-R26 C8,2,1.452
75490,Mx2394#1,ABR 33 AM rep 2-R37 C9,2,2.181
75492,Mx2428#2,ABR 33 AM rep 2-R32 C12,2,2.962
75493,Mx2432#3,ABR 33 AM rep 2-R34 C13,2,0.378
75495,Mx2444#1,ABR 33 AM rep 2-R35 C13,2,0.872
75497,Mx2446#1,ABR 33 AM rep 2-R16 C15,2,3.462
75498,Mx2449#1,ABR 33 AM rep 2-R19 C3,2,1.203
75499,Mx2463#3,ABR 33 AM rep 2-R15 C14,2,0.999
75501,Mx2474#4,ABR 33 AM rep 2-R35 C9,2,1.667
75502,Mx2480#2,ABR 33 AM rep 2-R36 C14,2,1.425
75506,Mx2765#5,ABR 33 AM rep 2-R19 C4,2,0.673
75507,Mx2773#1,ABR 33 AM rep 2-R36 C4,2,2.226
75509,Mx2781#5,ABR 33 AM rep 2-R17 C14,2,3.882
75510,Mx2782#5,ABR 33 AM rep 2-R14 C2,2,1.654
75513,Mx2869#1,ABR 33 AM rep 2-R27 C2,2,1.398
75514,Mx2872#2,ABR 33 AM rep 2-R10 C2,2,2.692
75515,Mx2881#1,ABR 33 AM rep 2-R14 C10,2,1.694
75516,Mx2919#2,ABR 33 AM rep 2-R4 C16,2,1.499
75517,Mx2920#3,ABR 33 AM rep 2-R20 C16,2,0.333
75518,Mx2921#2,ABR 33 AM rep 2-R15 C16,2,0.689
75519,Mx2922#2,ABR 33 AM rep 2-R26 C16,2,2.381
75520,Mx2923#1,ABR 33 AM rep 2-R38 C3,2,2.126
75521,Mx2924#1,ABR 33 AM rep 2-R39 C3,2,1.064
75522,Mx2926#1,ABR 33 AM rep 2-R36 C11,2,1.787
75523,Mx2927#3,ABR 33 AM rep 2-R24 C16,2,2.263
75524,Mx2933#2,ABR 33 AM rep 2-R37 C4,2,2.172
75526,Mb1053#19,ABR 33 AM rep 3-R6 C9,3,1.004
75527,Mb1062#15,ABR 33 AM rep 3-R16 C1,3,2.331
75528,Mb1067#18,ABR 33 AM rep 3-R11 C1,3,1.15
